u,g,r,i,z,label,z1,zerr
19.57232,18.12661,17.29559,16.89719,16.62796,GALAXY,0.07714224,2.46E-05
19.54363,17.53921,16.36236,15.9488,15.64423,GALAXY,0.1239954,2.12E-05
19.58339,18.27277,17.58735,17.23582,16.95502,GALAXY,0.1229505,1.28E-05
19.02111,17.10847,16.31475,15.94045,15.62011,GALAXY,0.05644141,1.41E-05
18.58291,16.55643,15.58361,15.12659,14.776,GALAXY,0.07526474,2.04E-05
19.12574,17.76607,17.17212,16.82253,16.62924,GALAXY,0.0930418,1.03E-05
19.10516,16.98029,15.98394,15.5278,15.17652,GALAXY,0.07217581,1.53E-05
18.76513,17.6818,17.30381,17.0281,16.91597,GALAXY,0.08041187,7.44E-06
19.01494,17.72872,17.14025,16.78567,16.57253,GALAXY,0.08075441,9.97E-06
18.82022,16.99146,16.08593,15.63202,15.27602,GALAXY,0.0754765,1.55E-05
18.44693,16.97083,16.27048,15.91186,15.65165,GALAXY,0.03339265,1.48E-05
19.41932,17.70644,16.76693,16.30544,15.93061,GALAXY,0.09803473,2.52E-05
19.20813,18.06715,17.54607,17.12165,16.94809,GALAXY,0.09939539,4.94E-06
17.51179,15.54114,14.61089,14.15229,13.78954,GALAXY,0.04017666,1.22E-05
18.49242,16.81957,16.02227,15.6267,15.34982,GALAXY,0.04752885,2.28E-05
18.95227,17.31418,16.45469,15.99087,15.61811,GALAXY,0.03692849,1.70E-05
19.42123,17.90591,17.19069,16.79584,16.49396,GALAXY,0.05545049,1.13E-05
19.37503,17.5226,16.64865,16.23847,15.92321,GALAXY,0.06669506,2.12E-05
18.90951,17.78361,17.25624,16.9363,16.71148,GALAXY,0.03520669,6.83E-06
19.28588,17.47314,16.58619,16.17607,15.84099,GALAXY,0.107889,1.34E-05
18.9488,17.82537,17.20633,16.82009,16.59082,GALAXY,0.07963827,9.26E-06
19.02446,17.80166,17.05031,16.71134,16.46227,GALAXY,0.00512548,9.50E-05
17.77159,15.76472,14.84739,14.38304,14.01058,GALAXY,0.04417542,1.20E-05
18.93865,16.98646,16.01901,15.58541,15.24658,GALAXY,0.08339737,1.38E-05
19.5495,18.13537,17.61283,17.28086,17.14608,GALAXY,0.0786439,1.04E-05
19.43642,17.41793,16.47629,16.06112,15.73294,GALAXY,0.09600203,1.39E-05
18.65384,16.681,15.72383,15.30137,14.93293,GALAXY,0.09818968,1.68E-05
18.543,16.85308,15.91897,15.47475,15.12347,GALAXY,0.1220225,3.39E-05
18.39518,16.81946,16.07746,15.71135,15.41366,GALAXY,0.03201046,1.05E-05
18.71504,17.38379,16.72002,16.38686,16.13223,GALAXY,0.04046157,4.57E-05
19.52766,18.86172,18.86102,18.84717,18.64342,QSO,2.520508,0.000161058
19.19582,17.89521,17.38371,17.0398,16.82595,GALAXY,0.07991726,8.25E-06
19.22092,18.91905,18.68037,18.68663,18.82088,QSO,1.100803,0.000509564
19.4632,18.06495,17.36779,16.97283,16.65274,GALAXY,0.06806871,1.06E-05
17.77893,17.68719,17.61784,17.34395,17.27707,QSO,1.929766,0.000176664
18.75043,18.43179,18.45722,18.46296,18.43674,QSO,0.7248088,8.60E-05
17.96293,16.51614,15.87522,15.52274,15.26468,GALAXY,0.05632729,1.98E-05
19.36102,17.94446,17.14392,16.73375,16.42728,GALAXY,0.1268734,2.78E-05
19.58893,18.12313,17.49963,17.14785,16.91761,GALAXY,0.05489448,3.54E-05
19.28678,18.58581,18.5422,18.44577,18.36407,GALAXY,0.02838059,4.50E-06
18.12963,16.15353,15.2717,14.84281,14.52623,GALAXY,0.03475665,1.11E-05
18.99607,17.58965,16.92116,16.5675,16.30832,GALAXY,0.08987051,3.08E-05
19.12146,19.09579,18.94785,18.84758,18.37655,QSO,0.3003013,5.40E-05
19.48552,18.07486,17.16156,16.7112,16.39682,GALAXY,0.1582644,2.50E-05
17.69238,16.48656,15.87319,15.57874,15.68641,GALAXY,0.0305423,7.90E-06
19.07641,17.18291,16.38631,16.00021,15.74536,GALAXY,0.04066637,1.68E-05
19.39899,17.33065,16.38488,15.94914,15.61592,GALAXY,0.08093473,1.87E-05
19.32792,18.24943,17.77083,17.4583,17.2868,GALAXY,0.08870525,7.92E-06
19.49744,17.5446,16.59592,16.12987,15.78526,GALAXY,0.08939686,1.89E-05
19.47326,17.73209,16.86847,16.3835,16.02802,GALAXY,0.05279519,1.24E-05
18.55011,17.33756,16.98028,16.79238,16.64315,GALAXY,0.04429827,6.35E-06
18.61421,16.61581,15.54225,15.08667,14.71603,GALAXY,0.1157758,1.84E-05
18.67528,16.92918,16.0295,15.56471,15.21789,GALAXY,0.07867859,1.94E-05
19.54699,18.11349,17.49825,17.1686,16.92286,GALAXY,0.02870443,1.05E-05
18.0754,17.3138,17.10238,16.80235,16.80177,GALAXY,0.08002805,5.42E-06
18.34168,17.04009,16.44741,16.10602,15.87703,GALAXY,0.07112272,1.26E-05
18.43299,17.40552,17.04279,16.82205,16.61503,GALAXY,0.02840132,5.00E-06
18.32893,16.43029,15.52985,15.10575,14.76763,GALAXY,0.05809151,1.26E-05
18.46666,18.44851,18.26697,18.24526,17.55043,QSO,0.3082815,3.35E-05
18.68951,17.40854,16.85976,16.56709,16.3783,GALAXY,0.03517417,1.24E-05
19.40424,18.10301,17.57287,17.28821,16.98125,GALAXY,0.0558018,2.18E-05
19.5232,18.33001,17.91596,17.61445,17.50135,GALAXY,0.05273098,7.47E-06
18.89923,18.70563,18.61326,18.49598,18.31809,QSO,1.976495,0.000495091
19.51183,18.00797,17.17891,16.7736,16.50872,GALAXY,0.1450548,1.69E-05
18.84849,18.14526,17.89635,17.49647,17.55596,GALAXY,0.1155115,6.49E-06
18.88923,17.059,16.20837,15.7925,15.49063,GALAXY,0.07072341,1.68E-05
18.71764,18.40514,18.45986,18.39858,18.50314,QSO,0.6399958,7.86E-05
19.50441,18.42264,17.87977,17.48863,17.29029,GALAXY,0.1128365,6.47E-06
19.09067,17.92214,17.33412,16.96645,16.78769,GALAXY,0.08023981,1.17E-05
17.40501,16.03706,15.63454,15.45419,15.28496,GALAXY,0.03111323,1.16E-05
19.5218,17.64499,16.74101,16.31327,16.00079,GALAXY,0.0810496,2.05E-05
19.35604,19.20666,18.97347,18.99933,19.05626,QSO,1.103543,0.000448435
19.2035,17.93817,17.33644,16.88882,16.68801,GALAXY,0.08054364,5.10E-06
18.03973,16.27473,15.47139,15.0827,14.78209,GALAXY,0.04234878,6.41E-06
18.61827,16.94446,16.06864,15.58181,15.20246,GALAXY,0.04221519,9.93E-06
18.8186,17.00765,16.20066,15.81737,15.55834,GALAXY,0.07331924,1.42E-05
18.72308,16.95488,16.09939,15.684,15.33248,GALAXY,0.02916569,1.61E-05
18.74954,16.84256,15.90858,15.48006,15.14595,GALAXY,0.07384501,1.78E-05
18.85424,17.79765,17.02348,16.60589,16.34736,QSO,0.1244406,4.90E-05
18.9563,17.85895,17.28727,16.83295,16.63113,GALAXY,0.1192972,8.72E-06
19.41763,18.40615,17.88725,17.59551,17.39304,GALAXY,0.1116547,1.22E-05
18.32771,17.16331,16.70127,16.4035,16.15676,GALAXY,0.03728291,9.34E-06
19.23607,19.27791,19.52648,19.86338,21.09419,QSO,1.108687,0.000392585
19.0171,18.06827,17.75138,17.58767,17.43951,GALAXY,0.02810124,5.63E-06
17.87529,16.24998,15.56257,15.15991,14.88144,GALAXY,0.06417532,2.65E-05
19.53537,17.74099,16.82485,16.38623,16.03035,GALAXY,0.09995971,1.89E-05
19.14203,17.28374,16.41002,15.99419,15.65859,GALAXY,0.09112575,2.31E-05
19.33956,17.51872,16.65071,16.23533,15.91042,GALAXY,0.08786394,2.53E-05
19.22831,17.17125,16.0769,15.59869,15.24255,GALAXY,0.1302715,2.86E-05
19.36442,17.67225,16.92218,16.53441,16.27307,GALAXY,0.0311932,2.59E-05
18.59317,17.16549,16.45057,16.0387,15.75887,GALAXY,0.08447471,8.75E-06
19.30549,18.08282,17.2976,16.89566,16.63913,GALAXY,0.1601336,2.44E-05
17.70687,16.95076,16.7106,16.48012,16.30583,GALAXY,0.03294789,6.07E-06
18.87534,18.49405,18.64093,18.55783,18.6449,QSO,0.5806412,5.43E-05
18.77932,17.6426,17.35251,17.16655,17.12237,GALAXY,0.03033149,1.17E-05
16.93559,14.96929,14.1122,13.67606,13.32192,GALAXY,0.0319517,1.07E-05
18.20577,18.22951,18.08082,18.08855,18.17033,QSO,1.15047,0.000356011
17.42674,16.07992,15.46241,15.12966,14.85133,GALAXY,0.03552752,2.07E-05
19.44343,17.93501,17.00052,16.5608,16.20911,GALAXY,0.1263458,3.38E-05
19.49229,17.99441,17.17213,16.71857,16.40436,GALAXY,0.08998548,1.80E-05
19.44092,19.19012,19.01384,19.0253,18.90744,QSO,0.9026625,0.000457285
17.69727,16.79793,16.49842,16.35119,16.24602,GALAXY,0.02947352,7.01E-06
17.51822,16.24003,15.84808,15.60142,15.47494,GALAXY,0.02753264,9.05E-06
19.13332,18.73897,18.77834,18.62853,18.54251,QSO,0.6782684,0.000635947
19.38511,17.33823,16.21654,15.74738,15.39756,GALAXY,0.1477719,2.94E-05
19.5039,17.46219,16.49191,16.06492,15.71292,GALAXY,0.09120874,1.51E-05
18.90032,17.52638,16.79276,16.37816,16.09208,GALAXY,0.11378,1.91E-05
18.08464,16.4579,15.63989,15.15787,14.78478,GALAXY,0.07070648,1.05E-05
19.29704,18.9635,18.79928,18.50504,18.33635,QSO,0.499345,0.000123177
18.06179,16.13367,15.25978,14.83142,14.4999,GALAXY,0.04017879,1.05E-05
17.09379,15.29932,14.49281,14.11229,13.85382,GALAXY,0.03037371,1.29E-05
18.39188,16.53562,15.66274,15.24348,14.92264,GALAXY,0.05565812,1.28E-05
18.97623,18.74147,18.77364,18.59408,18.44417,QSO,0.4736358,8.17E-05
19.51728,18.43067,17.83481,17.45308,17.28512,GALAXY,0.103031,1.26E-05
16.82639,15.06351,14.32136,13.93638,13.6337,GALAXY,0.02766667,8.97E-06
18.63821,16.6572,15.7314,15.31422,14.97327,GALAXY,0.08522228,1.59E-05
18.31677,18.06623,17.94081,17.75905,17.64045,QSO,1.950164,0.000274763
19.22759,17.80666,17.09013,16.67384,16.36997,GALAXY,0.102889,1.17E-05
19.55528,18.14137,17.50742,17.14097,16.89808,GALAXY,0.1192394,1.42E-05
19.04754,17.81254,17.19841,16.85057,16.63346,GALAXY,0.1068426,1.99E-05
18.63416,16.92586,16.03983,15.613,15.29911,GALAXY,0.0818132,3.10E-05
19.33464,19.23853,19.40372,19.62368,19.90206,QSO,1.102107,0.001398621
17.74832,16.38324,15.96619,15.7765,15.60666,GALAXY,0.03194655,7.67E-06
18.60552,17.09909,16.31633,15.91129,15.62071,GALAXY,0.1027053,3.10E-05
19.04675,17.86829,17.245,16.82952,16.61108,GALAXY,0.1035728,1.49E-05
18.47418,17.04239,16.30639,15.88651,15.47847,GALAXY,0.03364673,1.50E-05
19.0652,17.19643,16.32771,15.91732,15.55421,GALAXY,0.03977919,1.62E-05
19.3451,17.57804,16.53726,16.06901,15.70838,GALAXY,0.1304293,3.16E-05
18.55567,18.33655,18.23252,18.01937,18.07679,QSO,1.517426,0.000289234
19.589,18.02825,17.22368,16.79088,16.50921,GALAXY,0.1186445,1.47E-05
19.27445,17.47473,16.57278,16.07655,15.74105,GALAXY,0.03758813,1.83E-05
18.66198,17.48174,17.06089,16.78266,16.62684,GALAXY,0.06711327,6.88E-06
18.51056,16.50835,15.60881,15.18963,14.87377,GALAXY,0.07213865,2.08E-05
18.98611,17.78414,17.1666,16.78931,16.56014,GALAXY,0.1144067,2.04E-05
19.19787,17.23466,16.3307,15.89713,15.55079,GALAXY,0.04099219,1.14E-05
18.53743,17.57914,17.12675,16.75956,16.61343,GALAXY,0.09285822,6.63E-06
18.31279,17.51092,17.34281,17.189,17.10864,GALAXY,0.03777727,7.14E-06
19.59943,17.98913,17.14691,16.77259,16.47946,GALAXY,0.1186954,2.85E-05
19.12729,18.63675,18.53056,18.56044,18.52388,QSO,2.535276,0.000351927
18.48387,17.06075,16.35346,15.9794,15.73915,GALAXY,0.09097847,1.76E-05
18.93651,17.88454,17.48989,17.1,16.95257,GALAXY,0.08331425,6.03E-06
19.45912,19.20115,18.91212,18.87707,18.84476,QSO,1.359419,0.000403685
19.42049,17.47338,16.41972,15.93226,15.57987,GALAXY,0.1202365,3.03E-05
18.62379,17.67193,17.35652,17.25357,17.21876,GALAXY,0,0
17.88852,16.22174,15.52127,15.13871,14.89466,GALAXY,0.02909082,1.08E-05
19.44833,18.27723,17.51676,17.1839,16.84516,GALAXY,0.1215843,3.03E-05
18.94691,17.31504,16.52197,16.1214,15.82299,GALAXY,0.03911313,2.52E-05
18.95581,17.75831,17.30804,17.08139,17.0183,GALAXY,0.03242575,5.95E-06
18.09913,16.15985,15.17761,14.73973,14.43126,GALAXY,0,0
17.61291,15.68598,14.75296,14.32172,13.97545,GALAXY,0.06917976,1.08E-05
19.28422,18.1835,17.62594,17.27909,17.06891,GALAXY,0.1295623,6.74E-06
19.46459,18.93922,19.00003,19.14495,19.05023,QSO,0.7299511,0.000122949
16.91101,15.64944,15.00053,14.67674,14.44362,GALAXY,0.005751381,1.18E-05
18.53382,17.29119,16.71939,16.38708,16.18789,GALAXY,0.1033453,1.03E-05
18.83372,17.55662,17.00727,16.72364,16.49171,GALAXY,0.04828246,1.05E-05
19.42514,17.48046,16.57487,16.15181,15.83609,GALAXY,0.07925943,1.61E-05
19.04956,18.27301,18.10745,17.8304,17.84103,GALAXY,0.06911246,5.10E-06
18.28264,16.94007,16.34796,16.0395,15.81552,GALAXY,0.07409823,1.70E-05
19.25896,17.71507,16.94207,16.52133,16.24174,GALAXY,0.1025232,7.98E-06
19.20341,17.87506,17.22931,16.85896,16.60257,GALAXY,0.0815332,1.15E-05
19.24616,17.97469,17.39169,17.03431,16.86118,GALAXY,0.1022709,9.82E-06
19.32631,18.82748,18.65659,18.60481,18.60917,QSO,0.4381825,0.000248174
19.03831,18.15578,17.82373,17.56735,17.47659,GALAXY,0.07676487,6.15E-06
19.19088,17.29992,16.38766,15.97373,15.65397,GALAXY,0.07670297,1.82E-05
19.37037,18.27769,17.81105,17.4789,17.32711,GALAXY,0.09706785,7.16E-06
18.6892,18.3633,17.72391,17.26129,17.05566,QSO,0.2101434,3.83E-05
19.43517,17.57916,16.45844,16.00727,15.66915,GALAXY,0.1422132,2.66E-05
19.57945,18.2781,17.76595,17.43705,17.30564,GALAXY,0.04881782,1.32E-05
18.85163,18.76762,18.55422,18.52454,18.5875,QSO,1.361534,0.000373056
19.55415,18.34256,17.71741,17.35219,17.15716,GALAXY,0.1016709,1.18E-05
18.67126,18.58289,18.60847,18.40678,18.40992,QSO,1.693385,0.000350142
19.4473,17.57766,16.63319,16.2226,15.90007,GALAXY,0.09480141,2.21E-05
18.72272,17.43212,16.83797,16.46757,16.23272,GALAXY,0.07489663,1.12E-05
18.49293,16.54521,15.57644,15.1136,14.72721,GALAXY,0.06866738,1.88E-05
18.39241,16.46709,15.53474,15.12722,14.79128,GALAXY,0.0984661,1.91E-05
18.56192,17.18834,16.55112,16.22819,15.96825,GALAXY,0.02957815,9.85E-06
18.30369,16.40576,15.53903,15.13365,14.81984,GALAXY,0.05946596,1.30E-05
19.43977,17.3703,16.38013,15.8862,15.49309,GALAXY,0.06907701,1.84E-05
19.08014,18.08896,17.56369,17.16841,17.05748,GALAXY,0.08630669,1.08E-05
19.1963,18.69387,18.18153,18.01304,17.65402,GALAXY,0.261961,6.90E-06
19.33926,17.35208,16.43485,16.00277,15.68236,GALAXY,0.07456964,2.30E-05
19.34243,17.35925,16.3209,15.86829,15.50135,GALAXY,0.09782179,2.00E-05
19.03297,17.73778,17.12331,16.7129,16.46898,GALAXY,0.08030176,6.58E-06
18.97131,17.04398,16.0725,15.62483,15.2474,GALAXY,0.09188189,1.88E-05
17.1103,15.60504,14.85241,14.4554,14.11635,GALAXY,0.03278387,8.69E-06
18.97327,18.01709,17.65501,17.35058,17.23654,GALAXY,0.08388674,6.74E-06
19.27398,17.76961,16.93146,16.51485,16.19753,GALAXY,0.1406724,1.16E-05
18.33946,16.52357,15.65265,15.22938,14.88753,GALAXY,0.0482831,1.37E-05
19.59266,17.81224,16.92323,16.52129,16.2234,GALAXY,0.07257718,1.69E-05
19.37797,18.60923,18.41138,18.03699,18.01374,GALAXY,0.06512801,8.29E-06
19.12073,17.17869,16.13523,15.6532,15.32558,GALAXY,0.1426602,2.19E-05
19.50288,17.82716,16.93985,16.5306,16.17939,GALAXY,0.1167371,2.89E-05
19.42384,18.94513,18.86765,18.87246,18.79362,QSO,2.614026,0.000172971
18.52751,17.21029,16.76669,16.55138,16.61006,GALAXY,0.03222642,2.16E-05
19.1003,18.32468,18.07282,17.82039,17.76497,GALAXY,0.1119782,7.45E-06
19.52875,19.33556,19.22063,18.956,18.90924,QSO,1.543037,0.008647514
19.39277,19.12563,19.02621,18.92101,18.80716,QSO,0.4575732,7.41E-05
19.45221,19.37233,19.226,19.1731,19.18166,QSO,1.376777,0.000342804
18.72652,17.72765,17.43735,17.18136,17.10487,GALAXY,0.07507576,5.69E-06
19.57239,17.83918,16.97156,16.46187,16.09128,GALAXY,0.08098701,1.19E-05
19.54281,17.49285,16.45395,15.99485,15.61391,GALAXY,0.1021383,2.96E-05
17.92581,16.07662,15.11766,14.65647,14.31875,GALAXY,0.07459371,1.57E-05
19.0374,18.95477,18.73175,18.36079,18.33815,QSO,1.810068,0.000263761
19.28065,17.58561,16.65545,16.21635,15.85615,GALAXY,0.1071072,2.13E-05
19.2965,18.90965,18.98088,18.83198,18.86585,QSO,0.5938811,0.000195749
17.42491,15.94876,15.21989,14.83012,14.51673,GALAXY,0.05604539,1.08E-05
19.25749,19.07723,18.99865,18.75722,18.73807,QSO,1.708407,0.000580024
18.73539,17.56752,17.08475,16.7359,16.64518,GALAXY,0.057028,6.77E-06
19.33102,18.2618,17.90223,17.5627,17.56358,GALAXY,0.1007615,8.73E-06
18.7303,17.64272,17.26112,17.07087,16.98893,GALAXY,0.01953184,1.38E-05
19.4973,18.25652,17.69309,17.35226,17.12626,GALAXY,0.04841543,7.86E-06
19.58134,18.44778,17.76349,17.37895,17.16037,GALAXY,0.1472284,9.05E-06
19.59191,19.46571,19.19741,19.18546,19.36764,QSO,1.095157,0.000408992
18.87757,18.58603,18.48117,18.36207,18.20956,QSO,1.967259,0.000399777
18.73864,17.3149,16.66748,16.30341,16.08009,GALAXY,0.07193274,1.48E-05
17.25558,15.66746,14.91906,14.53302,14.23028,GALAXY,0.02827557,1.11E-05
19.21928,17.51136,16.67012,16.20748,15.88333,GALAXY,0.08757841,1.73E-05
19.28097,17.99246,17.41014,17.10611,16.85806,GALAXY,0.09569218,1.48E-05
18.75307,17.07349,16.30799,15.9426,15.67675,GALAXY,0.06480248,1.26E-05
19.19772,17.98356,17.54084,17.19444,16.98289,GALAXY,0.0741493,5.98E-06
17.93027,17.83009,17.62232,17.56393,17.53188,QSO,1.215119,0.000116296
19.05045,17.96301,17.42634,17.05905,16.92611,GALAXY,0.09578614,6.78E-06
18.66353,17.66074,17.31681,17.09788,17.00521,GALAXY,0.03326149,6.26E-06
18.96434,17.15369,16.40917,16.06686,15.81265,GALAXY,0.05165241,1.21E-05
18.5604,17.0591,16.35535,15.98686,15.66303,GALAXY,0.04137182,1.68E-05
18.74113,17.1053,16.39171,16.06313,15.811,GALAXY,0.03157891,2.44E-05
19.01641,17.81341,17.21598,16.77703,16.52693,GALAXY,0.07924913,7.37E-06
19.20964,18.16621,17.58851,17.23657,17.11125,GALAXY,0.1479414,1.20E-05
18.97616,17.54507,16.81661,16.4027,16.11645,GALAXY,0.11357,1.06E-05
18.85282,17.50797,16.9084,16.56373,16.39245,GALAXY,0.08961344,1.05E-05
19.33811,17.71396,16.70844,16.24749,15.92362,GALAXY,0.172193,2.74E-05
18.00376,16.46268,15.76373,15.35703,15.03375,GALAXY,0.05424756,1.02E-05
17.4051,16.05951,15.4238,15.06638,14.79235,GALAXY,0.04612138,1.16E-05
18.18718,16.07432,14.94888,14.55124,14.16679,GALAXY,0.1143213,2.89E-05
17.76658,15.88033,15.01921,14.59931,14.27962,GALAXY,0.05225982,1.34E-05
19.10621,17.90088,17.37242,17.03019,16.76563,GALAXY,0.07304998,8.61E-06
19.4952,17.65936,16.81896,16.40378,16.04943,GALAXY,0.0471678,1.89E-05
18.86991,17.08626,16.19695,15.74068,15.42805,GALAXY,0.07284288,2.15E-05
18.75692,17.58865,17.07946,16.76562,16.59259,GALAXY,0.1027271,1.02E-05
18.73625,17.22671,16.64224,16.42807,16.35193,GALAXY,0,0
19.05614,18.02429,17.51069,17.17461,17.00742,GALAXY,0.05308951,6.78E-06
18.55226,17.04774,16.3135,15.94856,15.67899,GALAXY,0.06758618,1.09E-05
18.76766,17.66209,17.15579,16.85535,16.68355,GALAXY,0.07845224,1.37E-05
18.81624,17.7098,17.18818,16.86818,16.63037,GALAXY,0.133118,6.78E-06
19.26005,17.52743,16.69348,16.30744,16.01258,GALAXY,0.07381431,1.56E-05
18.19837,16.87386,16.44266,16.1537,16.05279,GALAXY,0.05770725,9.56E-06
18.64986,16.7215,15.81596,15.38796,15.10639,GALAXY,0.07381762,1.88E-05
17.42335,16.0477,15.41893,15.10008,14.85769,GALAXY,0.02994558,1.29E-05
17.62707,16.1994,15.61431,15.30628,15.06193,GALAXY,0.04879778,1.12E-05
19.29585,17.82798,17.1874,16.78498,16.57586,GALAXY,0.05479207,1.00E-05
18.62877,18.4785,18.45315,18.30755,18.31389,QSO,1.78401,0.000483939
18.66362,18.57007,18.3489,18.08375,17.94898,QSO,0.2427729,2.61E-05
17.70171,15.84773,15.03269,14.63257,14.32094,GALAXY,0.03096823,8.69E-06
18.92977,17.50676,16.91199,16.56811,16.34348,GALAXY,0.03114499,8.31E-06
19.03179,16.86866,15.87751,15.42566,15.06521,GALAXY,0.08137193,1.77E-05
19.18539,18.09438,17.71001,17.54342,17.40131,GALAXY,0.03702271,7.31E-06
19.57793,18.38505,17.68746,17.32361,17.06677,GALAXY,0.1521024,1.16E-05
18.64145,16.99837,16.19786,15.68261,15.33547,GALAXY,0.07959692,5.79E-06
19.49087,17.62547,16.72662,16.30281,15.98627,GALAXY,0.0680823,1.90E-05
18.17478,18.12003,17.95628,17.76191,17.74212,QSO,0.2441001,5.86E-05
17.0826,15.16765,14.35353,13.93969,13.62532,GALAXY,0.02913399,9.22E-06
19.06488,17.98879,17.44404,17.11773,16.94838,GALAXY,0.08662623,6.29E-06
19.39492,18.14406,17.62616,17.26575,17.04065,GALAXY,0.07959234,6.85E-06
18.36242,16.94728,16.33773,15.98594,15.72753,GALAXY,0.06048588,1.64E-05
18.04366,16.22987,15.36663,14.93818,14.64537,GALAXY,0.04917289,1.22E-05
18.44312,17.28158,16.73056,16.40701,16.21756,GALAXY,0.05861984,8.08E-06
18.53431,17.15038,16.47836,16.08503,15.83568,GALAXY,0.04876861,7.91E-06
19.19384,17.76888,17.11311,16.74637,16.48427,GALAXY,0.05008111,1.30E-05
19.18395,17.54098,16.69428,16.26252,15.96634,GALAXY,0.09491707,1.48E-05
19.27648,17.44666,16.53582,16.09852,15.77193,GALAXY,0.08256871,2.47E-05
18.32589,17.16907,16.57319,16.17409,15.9533,GALAXY,0.129166,8.83E-06
18.68684,16.68693,15.7369,15.29414,14.93735,GALAXY,0.07073472,1.82E-05
18.85286,18.50314,18.27097,18.12153,17.92414,QSO,2.081532,0.000222344
19.08312,17.18745,16.24065,15.8043,15.43116,GALAXY,0.06346498,1.66E-05
17.3297,15.80751,15.02333,14.65178,14.35758,GALAXY,0.0332268,8.88E-06
18.45839,17.41438,17.04212,16.85308,16.67341,GALAXY,0.02222409,5.66E-06
19.25859,17.894,17.42209,17.12844,17.02798,GALAXY,0.1017979,1.11E-05
16.78484,15.34341,14.65563,14.2985,14.05431,GALAXY,0.02989128,1.52E-05
19.5323,17.99273,17.44074,17.14365,16.94199,GALAXY,0.07006484,8.20E-06
19.48352,17.9957,17.16386,16.6883,16.37611,GALAXY,0.1235676,1.17E-05
19.02473,17.2212,16.25555,15.72425,15.30042,GALAXY,0.06664161,1.39E-05
18.81882,18.67514,18.62565,18.35624,18.25947,QSO,1.770534,0.000219085
18.46954,18.23903,17.9854,17.95856,17.84316,QSO,1.023647,9.32E-05
18.78074,17.73823,17.38258,17.11953,16.98542,GALAXY,0.04760816,6.92E-06
15.17599,14.2714,13.84762,13.62574,13.39811,GALAXY,0.005873139,8.74E-06
19.52503,18.05842,17.28525,16.86707,16.57974,GALAXY,0.1213604,1.59E-05
18.96852,19.03225,18.78632,18.81733,19.0608,QSO,1.15193,0.000260893
18.33148,17.02513,16.421,16.07654,15.82826,GALAXY,0.04296209,8.84E-06
17.48482,16.07467,15.45593,15.09419,14.81827,GALAXY,0.05854259,8.63E-06
19.33617,17.97692,17.20109,16.72441,16.45212,GALAXY,0.1325455,1.34E-05
19.36462,19.09128,18.93756,18.70581,18.78252,QSO,1.499963,0.000361527
19.02354,18.25059,18.20629,17.93069,17.92824,GALAXY,0.04489333,5.66E-06
19.24067,18.07612,17.87177,17.87719,17.80688,GALAXY,0.005979365,9.37E-05
19.26239,17.60757,16.76924,16.35243,16.02395,GALAXY,0.06858887,1.35E-05
19.54535,19.16042,18.88027,18.72236,18.68077,GALAXY,0.01421596,5.66E-06
19.13248,17.82146,17.1345,16.64016,16.3874,GALAXY,0.06144638,6.23E-06
19.46029,18.21968,17.68916,17.41669,17.21235,GALAXY,0.02736341,1.05E-05
19.46615,18.46239,17.7752,17.37894,17.1311,GALAXY,0.1971922,1.40E-05
18.65065,17.45044,16.84429,16.47593,16.26171,GALAXY,0.08488497,1.06E-05
19.00013,17.87472,17.43515,17.13734,16.99195,GALAXY,0.06540903,7.80E-06
18.75359,17.14763,16.30116,15.86117,15.52988,GALAXY,0.06344911,1.01E-05
19.5194,19.2958,19.1465,18.90008,18.61522,QSO,0.4225639,6.07E-05
19.43443,19.17709,18.91486,18.67282,18.63041,QSO,1.524049,0.000370007
18.83001,17.83669,17.40313,17.10448,16.846,GALAXY,0.05510882,8.26E-06
19.24228,18.1123,17.66048,17.36116,17.20841,GALAXY,0.05214089,6.44E-06
19.23418,17.73924,16.86968,16.38283,16.01602,GALAXY,0.1196702,1.29E-05
18.45901,17.13366,16.52114,16.17399,15.92842,GALAXY,0.06660447,1.43E-05
17.56064,15.66633,14.84103,14.43868,14.18025,GALAXY,0.05373817,1.18E-05
17.30883,15.52084,14.73248,14.3577,14.08471,GALAXY,0.03219593,8.64E-06
18.43105,16.73018,15.90654,15.50489,15.14034,GALAXY,0.03444961,1.69E-05
19.56189,17.88931,17.09175,16.71721,16.42732,GALAXY,0.1215007,1.83E-05
18.17572,16.31995,15.49725,15.09691,14.8025,GALAXY,0.03228588,1.44E-05
17.33272,16.11969,15.54348,15.23397,15.00558,GALAXY,0.03008108,8.79E-06
18.80018,17.34235,16.72598,16.32245,16.09234,GALAXY,0.07143731,9.09E-06
16.07543,14.6001,13.81302,13.43501,13.15814,GALAXY,0.02816935,1.17E-05
19.47093,18.3809,17.75383,17.3682,17.18383,GALAXY,0.1361721,8.38E-06
19.27777,18.0788,17.58339,17.2764,17.1042,GALAXY,0.06761617,9.52E-06
19.35273,18.07647,17.56464,17.20664,17.02283,GALAXY,0.06765562,7.37E-06
19.08948,17.72647,17.18667,16.87833,16.69929,GALAXY,0.1256435,7.74E-06
17.04133,16.04994,15.72524,15.59361,15.56467,GALAXY,0,0
16.00371,14.12742,13.22798,12.77349,12.45199,GALAXY,0.02878398,8.25E-06
19.53359,18.84613,18.57838,18.29473,18.2392,GALAXY,0.09388778,7.30E-06
