aX,aY,aZ,gX,gY,gZ
1.307,1.067,0.673,50.293,-32.654,39.001
1.369,1.131,0.703,45.410,-18.860,31.616
1.417,1.193,0.696,39.551,-5.737,20.630
1.431,1.227,0.661,31.189,5.005,7.568
1.423,1.229,0.607,20.935,13.489,-5.920
1.291,1.200,0.522,10.193,19.165,-20.813
1.336,1.126,0.465,2.686,25.208,-36.987
1.370,1.061,0.512,-1.953,27.527,-50.171
1.281,0.993,0.542,-7.324,23.376,-57.678
1.198,0.947,0.499,-17.578,17.883,-63.843
1.204,0.932,0.459,-25.391,16.785,-69.763
1.199,0.920,0.464,-28.992,21.973,-72.632
1.178,0.914,0.480,-34.058,31.921,-73.486
1.156,0.906,0.495,-42.358,42.358,-75.073
1.156,0.888,0.502,-49.866,51.880,-79.163
1.119,0.875,0.476,-54.626,58.350,-86.487
1.083,0.843,0.445,-57.678,63.049,-94.727
1.047,0.814,0.414,-60.974,65.674,-102.600
1.013,0.790,0.388,-65.063,66.895,-109.619
0.988,0.776,0.358,-69.824,66.345,-115.967
0.980,0.776,0.339,-75.012,65.002,-121.338
0.956,0.776,0.327,-80.200,64.941,-125.610
0.920,0.768,0.334,-86.304,66.589,-129.944
0.899,0.749,0.358,-94.055,70.557,-134.460
0.882,0.721,0.381,-100.586,76.538,-140.076
0.851,0.689,0.377,-103.027,82.825,-147.766
0.781,0.656,0.346,-102.722,86.182,-156.555
0.740,0.619,0.332,-102.661,87.891,-165.222
0.586,0.571,0.265,-105.042,87.585,-172.974
0.706,0.496,0.350,-106.689,87.463,-181.519
0.580,0.486,0.246,-110.046,76.599,-188.354
0.587,0.398,0.226,-110.413,77.881,-191.162
0.592,0.378,0.211,-109.680,78.979,-196.655
0.541,0.324,0.215,-109.558,82.581,-198.303
0.497,0.278,0.227,-113.342,87.830,-197.632
0.464,0.246,0.203,-118.958,87.463,-198.975
0.425,0.215,0.178,-121.460,82.764,-200.928
0.422,0.175,0.171,-120.667,77.271,-203.552
0.421,0.144,0.167,-118.286,71.106,-207.153
0.408,0.120,0.162,-116.150,65.613,-210.876
0.363,0.097,0.155,-115.967,62.195,-213.379
0.326,0.024,0.153,-118.591,61.829,-214.905
0.288,-0.038,0.160,-122.314,61.584,-217.407
0.248,-0.098,0.132,-125.610,58.960,-220.581
0.265,-0.166,0.113,-126.648,56.580,-221.924
0.256,-0.213,0.097,-125.610,54.199,-220.642
0.242,-0.253,0.069,-124.939,51.025,-216.858
0.234,-0.288,0.043,-123.352,48.157,-212.402
0.244,-0.318,0.046,-120.728,46.143,-208.374
0.224,-0.335,0.068,-121.399,43.884,-204.285
0.208,-0.347,0.097,-126.709,41.992,-200.012
0.191,-0.369,0.130,-133.545,40.283,-196.167
0.187,-0.401,0.179,-138.550,40.344,-194.275
0.167,-0.468,0.206,-140.503,39.185,-194.153
0.133,-0.550,0.188,-139.038,36.316,-196.350
0.120,-0.616,0.174,-132.446,35.583,-199.219
0.115,-0.699,0.228,-124.451,38.208,-199.158
0.124,-0.803,0.293,-119.019,37.903,-196.106
0.119,-0.885,0.351,-116.760,33.875,-191.956
0.104,-0.956,0.372,-117.004,26.733,-188.293
0.099,-1.028,0.396,-118.225,20.935,-183.838
0.063,-1.082,0.409,-119.873,18.433,-178.040
0.019,-1.165,0.443,-119.019,18.921,-171.875
-0.029,-1.280,0.466,-115.234,19.043,-166.870
-0.077,-1.401,0.490,-107.788,17.944,-161.682
-0.118,-1.513,0.531,-95.886,15.503,-154.602
-0.160,-1.637,0.584,-79.834,13.306,-144.836
-0.187,-1.736,0.611,-64.636,11.230,-132.751
-0.214,-1.807,0.616,-54.749,9.583,-117.493
-0.242,-1.854,0.603,-48.950,8.972,-98.267
-0.281,-1.899,0.594,-46.448,10.376,-77.209
-0.319,-1.959,0.591,-45.166,11.108,-55.847
-0.330,-1.987,0.575,-41.321,8.606,-35.889
-0.334,-2.010,0.573,-31.555,4.028,-17.517
-0.310,-2.008,0.574,-17.334,-1.099,-0.122
-0.270,-1.964,0.569,-3.113,-5.737,18.250
-0.215,-1.890,0.567,9.338,-9.766,38.147
-0.149,-1.801,0.595,18.555,-11.658,58.472
-0.079,-1.719,0.604,24.963,-12.878,77.881
-0.022,-1.645,0.603,31.311,-13.672,95.520
0.012,-1.571,0.588,39.490,-14.587,109.314
0.032,-1.504,0.574,47.791,-16.052,119.141
0.061,-1.461,0.577,55.420,-17.578,125.732
0.086,-1.429,0.572,62.622,-19.958,129.395
0.095,-1.420,0.563,70.129,-21.362,132.690
0.102,-1.408,0.579,78.003,-21.790,136.841
0.117,-1.402,0.575,87.280,-23.621,142.822
0.145,-1.306,0.550,97.717,-24.780,150.940
0.154,-1.303,0.500,104.858,-21.240,164.612
0.161,-1.201,0.481,108.093,-14.709,177.307
0.183,-1.147,0.500,110.779,-12.268,191.101
0.204,-1.063,0.453,112.671,-16.663,201.660
0.210,-0.944,0.398,115.540,-20.935,210.693
0.211,-0.844,0.370,118.347,-21.851,217.957
0.188,-0.735,0.314,120.117,-20.813,222.839
0.166,-0.676,0.308,123.901,-18.250,225.342
0.149,-0.646,0.284,129.639,-18.555,226.318
0.168,-0.599,0.227,136.597,-22.217,227.478
0.185,-0.530,0.200,143.494,-24.292,233.398
0.190,-0.435,0.180,146.179,-24.292,244.019
0.186,-0.321,0.178,143.982,-23.621,255.737
0.212,-0.209,0.197,138.733,-23.865,265.625
0.219,-0.082,0.185,132.507,-25.574,271.118
0.235,0.020,0.180,128.723,-25.635,270.996
0.219,0.084,0.183,127.319,-25.818,266.418
0.243,0.099,0.170,127.686,-27.527,258.667
0.305,0.123,0.170,130.859,-29.724,251.648
0.337,0.174,0.179,131.897,-32.593,250.122
0.353,0.236,0.188,129.822,-35.706,252.747
0.389,0.286,0.190,128.601,-37.537,254.822
0.405,0.364,0.196,128.906,-37.109,254.700
0.434,0.463,0.188,129.150,-35.889,250.977
0.447,0.526,0.169,128.296,-35.095,245.300
0.452,0.579,0.160,126.709,-34.729,235.413
0.472,0.588,0.132,125.610,-37.292,221.375
0.520,0.579,0.121,125.183,-42.603,207.153
0.527,0.573,0.120,122.864,-47.913,196.899
0.579,0.591,0.159,117.615,-50.598,190.308

1.197,1.106,0.387,58.228,-31.982,54.138
1.269,1.160,0.410,51.331,-24.048,46.265
1.339,1.217,0.441,44.250,-15.503,36.316
1.380,1.269,0.477,35.767,-9.094,24.536
1.385,1.282,0.485,25.513,-4.456,9.644
1.368,1.249,0.473,16.541,-0.061,-7.751
1.332,1.179,0.464,10.254,5.737,-25.696
1.281,1.107,0.455,5.127,10.925,-41.199
1.246,1.054,0.425,-0.244,15.564,-52.979
1.230,1.030,0.410,-6.592,20.203,-61.523
1.189,1.005,0.388,-13.977,24.780,-67.688
1.165,0.985,0.365,-23.987,28.992,-71.960
1.151,0.974,0.349,-34.058,33.020,-75.745
1.143,0.975,0.343,-41.748,36.438,-80.383
1.128,0.985,0.351,-46.936,39.612,-86.304
1.121,0.985,0.363,-50.598,42.908,-94.421
1.113,0.985,0.363,-53.650,44.556,-105.530
1.084,0.968,0.352,-56.946,46.448,-117.676
1.042,0.926,0.348,-60.059,50.232,-128.906
1.004,0.882,0.337,-64.087,53.406,-138.977
0.986,0.843,0.322,-68.542,55.176,-146.912
0.952,0.803,0.316,-73.730,57.556,-151.978
0.932,0.770,0.318,-81.543,62.073,-154.236
0.917,0.749,0.316,-91.980,66.223,-153.870
0.882,0.734,0.300,-102.539,70.129,-153.015
0.851,0.719,0.295,-110.535,73.120,-155.090
0.801,0.685,0.294,-114.929,74.219,-160.645
0.635,0.646,0.260,-114.624,73.547,-170.349
0.735,0.555,0.314,-109.680,72.205,-183.777
0.594,0.551,0.226,-104.187,61.096,-197.327
0.586,0.451,0.227,-97.900,59.021,-206.787
0.617,0.414,0.199,-92.957,56.946,-215.454
0.547,0.383,0.230,-89.661,59.631,-218.323
0.513,0.308,0.283,-95.642,67.810,-217.285
0.475,0.230,0.277,-111.633,75.195,-212.585
0.453,0.169,0.241,-127.441,79.224,-206.726
0.421,0.120,0.201,-135.620,77.942,-203.125
0.381,0.076,0.188,-134.583,73.730,-202.087
0.369,0.049,0.152,-129.761,67.444,-204.285
0.358,0.058,0.120,-123.352,61.768,-208.435
0.344,0.038,0.120,-119.019,57.556,-210.083
0.294,-0.001,0.111,-117.859,51.941,-211.304
0.260,-0.037,0.106,-119.080,47.241,-213.074
0.258,-0.085,0.092,-121.094,44.678,-214.233
0.257,-0.107,0.088,-123.169,43.884,-213.135
0.198,-0.175,0.078,-127.319,43.396,-208.374
0.193,-0.236,0.106,-132.385,42.358,-202.454
0.200,-0.293,0.133,-134.827,38.574,-196.838
0.208,-0.338,0.169,-132.935,34.058,-192.444
0.224,-0.373,0.200,-127.136,31.189,-190.369
0.233,-0.397,0.234,-121.704,29.297,-189.270
0.241,-0.409,0.247,-120.178,28.442,-189.453
0.260,-0.461,0.260,-122.498,29.053,-188.354
0.251,-0.525,0.265,-126.587,31.128,-187.500
0.241,-0.599,0.203,-129.700,36.987,-187.439
0.257,-0.662,0.139,-129.028,46.387,-186.829
0.223,-0.724,0.130,-126.404,51.270,-182.495
0.213,-0.814,0.158,-122.742,44.495,-177.124
0.225,-0.855,0.228,-118.103,27.039,-173.157
0.185,-0.861,0.337,-115.173,9.521,-168.884
0.147,-0.893,0.467,-113.464,-0.244,-165.588
0.110,-0.975,0.575,-112.244,-2.014,-164.856
0.046,-1.063,0.600,-109.192,0.854,-168.640
-0.036,-1.198,0.583,-101.868,7.324,-174.683
-0.116,-1.318,0.518,-94.116,15.686,-180.725
-0.190,-1.453,0.480,-87.585,23.499,-182.556
-0.254,-1.597,0.485,-84.839,25.146,-176.758
-0.313,-1.772,0.508,-83.984,19.836,-162.170
-0.340,-1.930,0.544,-80.994,10.376,-140.625
-0.347,-2.055,0.594,-73.608,0.671,-112.610
-0.326,-2.122,0.665,-63.049,-5.615,-80.261
-0.288,-2.109,0.735,-50.171,-6.897,-46.997
-0.269,-2.023,0.797,-37.170,-3.845,-17.517
-0.248,-1.958,0.837,-26.062,0.610,5.920
-0.220,-1.905,0.842,-18.005,5.676,24.170
-0.198,-1.877,0.839,-10.315,7.874,38.208
-0.152,-1.863,0.824,-0.427,6.165,49.438
-0.099,-1.840,0.783,12.085,2.075,60.303
-0.015,-1.786,0.715,24.475,-1.465,72.693
0.054,-1.700,0.639,35.339,-3.784,87.585
0.119,-1.589,0.571,44.067,-6.042,103.821
0.182,-1.475,0.564,50.598,-7.568,118.896
0.238,-1.391,0.598,55.847,-10.254,130.676
0.280,-1.324,0.640,61.646,-13.000,137.573
0.297,-1.265,0.695,67.200,-13.855,139.587
0.280,-1.249,0.721,72.510,-13.123,137.634
0.236,-1.240,0.713,79.468,-10.437,133.301
0.192,-1.214,0.662,86.731,-6.226,128.784
0.141,-1.341,0.616,94.421,-0.305,130.249
0.157,-1.367,0.530,103.088,3.296,133.484
0.168,-1.345,0.473,111.328,1.221,146.240
0.163,-1.197,0.408,114.624,-4.028,164.978
0.172,-1.066,0.363,115.662,-6.958,186.401
0.202,-0.942,0.354,115.845,-6.531,204.651
0.188,-0.828,0.333,116.699,-5.798,217.163
0.172,-0.715,0.306,118.225,-5.615,223.328
0.140,-0.623,0.288,120.972,-4.639,224.487
0.106,-0.577,0.266,124.268,-3.357,221.985
0.103,-0.561,0.231,127.991,-2.197,218.506
0.119,-0.554,0.203,131.531,-2.930,218.506
0.120,-0.505,0.190,134.460,-5.310,225.220
0.143,-0.436,0.190,137.329,-8.728,236.389
0.178,-0.325,0.176,139.893,-12.146,248.535
0.178,-0.187,0.179,139.893,-13.489,261.719
0.172,-0.071,0.181,136.230,-13.916,272.156
0.196,0.044,0.172,131.042,-14.099,275.452
0.215,0.131,0.170,128.784,-14.282,272.339
0.205,0.162,0.158,126.892,-14.648,266.113
0.237,0.186,0.156,126.343,-15.015,257.263
0.297,0.200,0.152,128.845,-17.761,250.671
0.339,0.250,0.165,132.812,-20.203,250.000
0.360,0.326,0.162,134.644,-22.705,252.625
0.414,0.443,0.170,133.850,-24.353,254.028
0.454,0.545,0.172,132.324,-25.146,252.197
0.473,0.625,0.163,129.578,-25.391,247.375
0.489,0.672,0.138,127.258,-25.574,236.938
0.505,0.675,0.121,126.953,-26.184,220.337
0.531,0.660,0.075,129.700,-28.992,199.646
0.533,0.626,0.047,132.202,-32.349,181.946

1.240,1.064,0.383,39.368,-22.949,44.434
1.250,1.109,0.407,27.527,-18.860,39.063
1.284,1.120,0.445,22.339,-13.489,29.663
1.309,1.150,0.486,20.691,-7.202,16.174
1.315,1.165,0.498,19.775,-2.197,0.977
1.315,1.147,0.484,17.517,2.441,-14.771
1.288,1.106,0.464,13.367,7.080,-28.870
1.246,1.062,0.445,6.531,12.451,-38.757
1.241,1.037,0.409,-1.526,19.470,-46.509
1.214,1.017,0.385,-10.132,25.391,-51.941
1.174,0.987,0.368,-18.677,29.358,-55.054
1.165,0.974,0.353,-26.428,32.532,-59.143
1.139,0.979,0.342,-32.898,35.034,-63.782
1.158,1.008,0.351,-39.490,38.391,-69.153
1.143,1.012,0.374,-45.898,42.480,-74.585
1.127,1.011,0.384,-52.979,49.011,-81.726
1.089,0.994,0.359,-59.692,55.359,-91.064
1.046,0.955,0.340,-65.063,61.035,-101.013
1.017,0.919,0.309,-68.481,64.087,-110.962
0.980,0.889,0.284,-70.557,65.979,-119.873
0.956,0.868,0.274,-73.669,66.772,-126.282
0.937,0.850,0.267,-79.590,67.200,-130.920
0.918,0.838,0.274,-86.792,67.383,-134.644
0.916,0.830,0.295,-94.360,68.542,-137.512
0.895,0.822,0.318,-102.600,70.435,-140.808
0.849,0.816,0.343,-109.436,72.693,-146.667
0.854,0.750,0.380,-114.075,76.416,-155.640
0.755,0.757,0.364,-117.737,75.317,-166.931
0.685,0.669,0.324,-120.605,76.721,-177.185
0.686,0.611,0.260,-120.850,81.421,-187.683
0.625,0.558,0.264,-116.821,87.463,-196.655
0.544,0.495,0.240,-113.342,90.637,-203.552
0.515,0.429,0.230,-113.647,89.722,-210.144
0.515,0.357,0.197,-115.601,84.473,-214.722
0.435,0.318,0.192,-117.798,76.660,-217.529
0.420,0.262,0.145,-121.338,71.045,-218.567
0.412,0.208,0.141,-124.390,72.083,-217.773
0.380,0.143,0.159,-127.197,75.562,-216.492
0.348,0.100,0.166,-132.446,74.646,-216.248
0.325,0.056,0.139,-137.939,69.702,-215.393
0.336,0.027,0.153,-139.832,65.308,-214.172
0.271,-0.067,0.164,-137.756,60.791,-212.280
0.263,-0.141,0.177,-133.911,58.594,-212.341
0.277,-0.161,0.158,-128.052,56.152,-214.783
0.258,-0.193,0.135,-123.169,55.481,-213.989
0.240,-0.233,0.104,-121.887,55.847,-212.097
0.243,-0.275,0.080,-123.169,55.908,-209.839
0.220,-0.323,0.056,-128.174,55.176,-205.750
0.213,-0.381,0.070,-135.986,55.115,-200.745
0.218,-0.408,0.072,-142.639,53.345,-197.021
0.214,-0.485,0.104,-145.447,48.767,-192.200
0.194,-0.539,0.122,-146.790,41.382,-188.171
0.166,-0.625,0.118,-143.982,34.241,-184.998
0.149,-0.684,0.091,-136.292,31.250,-183.716
0.141,-0.727,0.093,-125.183,32.043,-182.861
0.123,-0.754,0.038,-115.906,29.053,-182.190
0.107,-0.754,0.006,-110.474,24.231,-179.443
0.060,-0.790,0.001,-110.596,15.564,-175.049
0.030,-0.861,0.044,-112.915,4.272,-172.852
-0.011,-0.968,0.129,-115.051,-6.836,-171.753
-0.021,-1.094,0.220,-116.699,-15.808,-170.593
-0.028,-1.207,0.300,-115.906,-20.630,-166.321
-0.061,-1.372,0.383,-111.084,-21.545,-157.410
-0.087,-1.502,0.437,-103.638,-17.578,-148.499
-0.095,-1.602,0.481,-95.215,-12.024,-137.878
-0.112,-1.705,0.518,-84.534,-6.775,-125.793
-0.140,-1.790,0.536,-75.073,-4.089,-113.464
-0.152,-1.850,0.535,-68.726,-2.625,-100.586
-0.173,-1.914,0.544,-64.758,-2.075,-84.717
-0.180,-1.974,0.562,-61.096,-3.174,-66.101
-0.162,-2.022,0.582,-55.664,-5.798,-45.654
-0.135,-2.035,0.612,-47.119,-8.728,-22.705
-0.097,-2.001,0.648,-34.607,-9.827,0.610
-0.044,-1.945,0.682,-18.555,-8.484,23.376
-0.002,-1.843,0.666,-3.784,-6.165,43.152
0.051,-1.725,0.639,8.240,-4.517,57.800
0.114,-1.638,0.608,17.883,-4.517,68.787
0.177,-1.564,0.569,27.039,-6.165,76.294
0.222,-1.502,0.531,35.278,-7.874,82.275
0.265,-1.444,0.518,42.236,-9.705,87.585
0.293,-1.390,0.509,48.767,-11.658,91.858
0.311,-1.356,0.506,55.237,-13.428,95.276
0.303,-1.339,0.528,61.279,-13.672,98.694
0.281,-1.337,0.557,67.322,-13.855,102.173
0.304,-1.324,0.579,75.928,-13.489,105.835
0.305,-1.347,0.551,85.815,-8.545,112.793
0.303,-1.293,0.559,93.811,-1.221,119.873
0.281,-1.224,0.520,97.046,0.549,126.465
0.247,-1.162,0.426,97.046,-1.343,133.850
0.231,-1.098,0.365,98.572,-1.343,140.503
0.207,-1.059,0.326,102.600,-1.709,146.545
0.175,-1.007,0.285,107.239,-3.052,151.001
0.142,-0.966,0.244,111.572,-4.700,154.236
0.142,-0.942,0.184,116.394,-6.531,158.691
0.145,-0.888,0.142,121.826,-7.751,166.260
0.150,-0.821,0.122,124.878,-10.254,177.795
0.165,-0.752,0.119,125.061,-14.832,191.650
0.200,-0.670,0.140,125.977,-18.433,204.834
0.220,-0.555,0.150,127.502,-20.203,215.881
0.208,-0.443,0.149,127.686,-19.531,225.403
0.205,-0.354,0.151,126.038,-16.846,231.689
0.208,-0.284,0.116,123.230,-15.198,233.398
0.196,-0.222,0.073,121.277,-15.747,231.506
0.232,-0.185,0.079,122.009,-18.738,228.088
0.274,-0.151,0.076,123.230,-23.376,227.356
0.306,-0.094,0.097,125.061,-26.917,229.797
0.345,-0.029,0.111,125.427,-30.640,234.619
0.337,0.062,0.115,125.427,-33.691,239.075
0.381,0.139,0.156,126.526,-35.095,240.601
0.398,0.200,0.166,127.686,-36.682,239.014
0.406,0.252,0.167,130.920,-35.522,232.422
0.432,0.307,0.151,134.644,-33.386,219.177
0.488,0.347,0.122,137.939,-31.067,206.726
0.485,0.345,0.118,136.475,-30.884,201.477
0.522,0.388,0.098,130.859,-33.508,197.510
0.573,0.432,0.093,125.488,-37.170,196.899
0.603,0.461,0.105,119.812,-40.405,199.707
0.626,0.516,0.108,114.746,-42.969,200.684
0.638,0.559,0.100,112.610,-46.814,196.960

1.222,1.051,0.392,53.833,-38.940,48.279
1.291,1.071,0.439,52.734,-31.616,37.292
1.344,1.136,0.460,47.852,-23.010,29.053
1.375,1.190,0.454,38.391,-13.489,21.790
1.403,1.245,0.436,25.635,-3.052,13.794
1.416,1.276,0.418,12.146,6.775,4.456
1.402,1.282,0.388,-0.732,14.282,-6.531
1.364,1.268,0.364,-10.437,18.738,-21.179
1.322,1.222,0.351,-15.686,21.912,-36.987
1.273,1.174,0.339,-18.433,25.269,-52.429
1.252,1.158,0.330,-22.400,29.785,-67.566
1.252,1.144,0.331,-28.625,34.424,-79.529
1.204,1.107,0.337,-39.551,38.635,-85.388
1.191,1.085,0.338,-50.964,44.678,-90.759
1.162,1.076,0.333,-59.875,50.781,-97.229
1.118,1.071,0.321,-67.017,55.054,-105.164
1.083,1.056,0.305,-73.547,57.434,-115.051
1.031,1.029,0.293,-80.017,59.021,-125.610
0.987,0.980,0.300,-85.938,60.791,-136.047
0.947,0.932,0.295,-91.797,62.195,-146.423
0.895,0.886,0.288,-96.497,63.538,-155.579
0.857,0.826,0.316,-100.098,66.833,-162.109
0.762,0.776,0.317,-105.347,70.496,-165.833
0.838,0.719,0.375,-111.511,76.538,-168.640
0.743,0.736,0.345,-117.920,73.547,-172.913
0.724,0.675,0.333,-122.192,75.928,-175.842
0.742,0.632,0.310,-124.817,82.581,-180.481
0.655,0.604,0.318,-124.329,88.135,-187.256
0.617,0.542,0.318,-124.268,92.346,-194.763
0.598,0.474,0.268,-126.038,92.712,-202.393
0.442,0.415,0.260,-125.366,87.585,-211.670
0.419,0.328,0.145,-125.122,77.332,-222.290
0.421,0.236,0.098,-122.864,73.730,-227.295
0.415,0.124,0.161,-119.507,74.585,-227.478
0.409,0.082,0.206,-122.864,70.435,-225.220
0.393,0.036,0.161,-131.531,62.927,-218.872
0.365,-0.008,0.162,-138.000,59.509,-210.632
0.357,-0.044,0.202,-141.357,57.800,-203.857
0.301,-0.114,0.223,-141.968,54.749,-198.242
0.304,-0.153,0.243,-138.306,53.833,-196.289
0.312,-0.182,0.209,-130.920,54.382,-196.777
0.295,-0.224,0.165,-122.986,56.030,-196.838
0.256,-0.279,0.142,-118.103,56.274,-197.327
0.236,-0.342,0.142,-115.479,54.382,-198.669
0.228,-0.417,0.159,-115.295,50.293,-199.707
0.209,-0.474,0.161,-118.591,46.143,-198.059
0.179,-0.521,0.160,-122.192,44.678,-194.153
0.228,-0.589,0.200,-123.718,45.959,-186.707
0.222,-0.636,0.207,-124.695,46.692,-176.147
0.232,-0.663,0.158,-122.375,46.326,-167.847
0.237,-0.655,0.079,-116.028,46.082,-164.001
0.260,-0.604,0.031,-106.323,48.096,-165.771
0.246,-0.596,-0.022,-99.731,47.241,-169.373
0.208,-0.616,-0.024,-98.022,43.213,-173.157
0.170,-0.689,0.008,-99.426,37.720,-176.819
0.122,-0.769,0.045,-102.112,31.250,-181.274
0.065,-0.846,0.116,-104.065,23.987,-185.181
0.008,-0.991,0.171,-104.065,16.479,-188.049
-0.031,-1.141,0.216,-100.403,10.376,-191.711
-0.069,-1.275,0.260,-92.346,7.141,-194.763
-0.085,-1.414,0.290,-79.590,8.179,-193.726
-0.094,-1.536,0.281,-65.674,14.221,-186.951
-0.120,-1.609,0.230,-56.946,23.499,-173.462
-0.155,-1.657,0.163,-56.091,33.936,-152.527
-0.189,-1.683,0.124,-60.669,39.795,-128.296
-0.203,-1.707,0.144,-68.054,36.499,-103.333
-0.213,-1.774,0.196,-72.083,23.254,-80.200
-0.204,-1.797,0.281,-70.923,6.042,-61.157
-0.210,-1.795,0.381,-65.063,-9.644,-44.983
-0.199,-1.822,0.491,-54.626,-20.813,-29.785
-0.157,-1.829,0.570,-39.307,-23.315,-15.381
-0.127,-1.828,0.610,-21.790,-19.348,-1.770
-0.098,-1.804,0.580,-8.057,-13.916,13.367
-0.043,-1.739,0.527,0.061,-10.986,30.090
0.014,-1.666,0.507,5.676,-10.315,46.753
0.087,-1.596,0.515,11.719,-11.780,61.768
0.158,-1.515,0.505,18.921,-14.526,73.547
0.200,-1.428,0.477,26.001,-16.907,82.336
0.213,-1.347,0.453,31.616,-17.822,89.050
0.211,-1.289,0.422,35.706,-18.005,92.773
0.184,-1.260,0.393,39.551,-17.395,92.773
0.142,-1.291,0.377,44.067,-16.907,90.637
0.143,-1.357,0.350,51.392,-18.433,88.196
0.130,-1.419,0.308,60.730,-20.630,91.003
0.133,-1.454,0.335,69.214,-19.714,101.379
0.162,-1.440,0.359,74.341,-19.775,116.150
0.199,-1.368,0.360,77.271,-19.836,134.583
0.216,-1.261,0.351,78.613,-19.409,154.541
0.237,-1.141,0.337,79.773,-18.005,171.814
0.244,-1.037,0.342,81.726,-14.587,184.265
0.228,-0.948,0.302,83.740,-11.475,189.819
0.194,-0.869,0.240,86.487,-8.728,190.063
0.171,-0.845,0.180,91.064,-6.287,187.866
0.181,-0.840,0.127,96.680,-7.812,186.340
0.174,-0.829,0.099,101.624,-12.451,189.758
0.192,-0.791,0.109,105.103,-18.066,198.792
0.207,-0.708,0.129,106.323,-22.522,212.219
0.225,-0.595,0.144,107.971,-24.658,226.746
0.227,-0.476,0.136,109.863,-25.574,238.464
0.227,-0.368,0.127,111.023,-25.452,245.239
0.250,-0.254,0.098,111.145,-25.208,246.277
0.266,-0.198,0.066,111.877,-25.208,244.263
0.262,-0.153,0.058,112.122,-22.583,241.394
0.298,-0.130,0.041,111.389,-22.522,239.014
0.327,-0.097,0.034,111.084,-26.917,238.708
0.355,-0.026,0.068,112.244,-31.006,241.943
0.373,0.049,0.094,112.183,-36.255,245.850
0.396,0.104,0.116,112.976,-39.917,248.413
0.391,0.151,0.119,114.990,-42.480,248.108
0.412,0.231,0.117,117.371,-44.312,244.080
0.445,0.273,0.114,121.399,-46.204,237.549
0.485,0.300,0.131,123.352,-47.119,232.727
0.541,0.351,0.145,122.620,-46.570,231.689
0.588,0.438,0.154,118.408,-46.692,233.337
0.630,0.517,0.167,111.145,-46.021,237.061
0.670,0.602,0.198,102.356,-44.800,238.464
0.720,0.665,0.234,95.947,-42.786,234.131
0.754,0.710,0.231,94.666,-39.063,223.572
0.751,0.714,0.211,98.206,-34.851,207.275

1.156,1.139,0.282,35.950,-17.029,32.532
1.202,1.171,0.320,29.236,-13.184,23.804
1.225,1.202,0.357,24.475,-8.118,13.306
1.243,1.230,0.373,20.508,-2.625,0.183
1.239,1.229,0.376,16.602,2.686,-14.587
1.235,1.199,0.379,12.390,8.301,-28.503
1.238,1.178,0.385,5.615,13.489,-40.955
1.204,1.144,0.375,-3.723,16.907,-51.514
1.164,1.083,0.360,-14.954,20.935,-60.608
1.118,1.009,0.344,-25.940,25.696,-68.420
1.069,0.957,0.308,-34.607,30.151,-75.806
1.036,0.910,0.266,-40.710,31.799,-82.397
1.015,0.884,0.249,-45.227,32.288,-87.097
1.006,0.880,0.254,-50.720,32.349,-89.111
1.015,0.893,0.273,-57.861,32.837,-89.600
1.027,0.913,0.305,-65.613,34.729,-91.675
1.037,0.911,0.340,-72.449,38.940,-96.497
1.033,0.895,0.364,-76.050,45.410,-104.065
0.991,0.858,0.366,-77.820,50.842,-114.929
0.947,0.797,0.353,-77.820,53.589,-126.892
0.911,0.742,0.332,-77.576,54.321,-137.207
0.884,0.691,0.318,-77.881,54.749,-145.752
0.867,0.649,0.308,-79.712,54.871,-152.039
0.848,0.613,0.297,-83.252,54.871,-155.945
0.835,0.580,0.304,-87.402,56.091,-158.020
0.786,0.555,0.291,-92.346,58.105,-158.875
0.800,0.513,0.323,-96.985,62.134,-159.973
0.749,0.509,0.313,-101.501,60.181,-162.354
0.740,0.452,0.285,-103.455,62.134,-164.307
0.751,0.401,0.237,-102.051,66.284,-169.739
0.692,0.348,0.233,-96.558,70.435,-178.101
0.651,0.279,0.192,-91.064,70.679,-186.768
0.611,0.219,0.164,-86.365,67.444,-193.909
0.612,0.167,0.131,-81.421,59.937,-199.097
0.597,0.135,0.141,-77.393,51.514,-200.562
0.588,0.091,0.160,-77.759,47.607,-197.998
0.625,0.058,0.177,-85.693,51.208,-190.796
0.622,0.024,0.179,-96.863,58.289,-179.932
0.601,0.024,0.160,-104.858,64.026,-172.424
0.562,-0.013,0.155,-105.774,67.261,-169.495
0.553,-0.013,0.129,-101.074,65.674,-173.157
0.539,-0.008,0.102,-93.384,62.439,-179.077
0.501,-0.044,0.090,-87.646,59.998,-182.922
0.481,-0.070,0.060,-86.243,57.434,-188.843
0.496,-0.111,0.082,-85.754,53.711,-193.420
0.466,-0.182,0.103,-86.853,50.842,-193.726
0.468,-0.201,0.137,-90.271,52.002,-192.688
0.441,-0.238,0.169,-95.520,54.321,-188.721
0.411,-0.306,0.192,-101.013,56.213,-183.716
0.417,-0.345,0.198,-101.746,56.580,-182.007
0.406,-0.349,0.184,-97.229,57.373,-180.908
0.393,-0.333,0.149,-88.989,57.739,-182.068
0.391,-0.321,0.100,-81.055,57.800,-185.608
0.372,-0.335,0.051,-78.064,57.922,-190.735
0.334,-0.383,0.033,-80.933,58.167,-196.228
0.307,-0.452,0.031,-88.806,58.411,-201.111
