aX,aY,aZ,gX,gY,gZ
0.672,0.849,0.203,80.139,-28.870,154.236
0.653,0.831,0.153,81.604,-30.518,140.076
0.667,0.813,0.126,83.252,-35.522,128.174
0.690,0.815,0.120,84.412,-43.030,121.338
0.738,0.864,0.146,83.008,-50.659,118.408
0.851,0.955,0.206,79.651,-54.565,116.699
0.924,1.027,0.280,74.890,-54.382,117.920
0.993,1.138,0.351,68.176,-49.072,116.943
1.091,1.262,0.396,61.462,-39.917,109.558
1.152,1.369,0.420,54.260,-29.419,95.886
1.196,1.436,0.402,46.021,-19.104,75.317
1.234,1.432,0.363,37.231,-11.597,50.415
1.232,1.386,0.346,31.128,-8.118,25.879
1.248,1.338,0.357,27.222,-7.507,4.517
1.255,1.308,0.376,22.339,-7.202,-10.742
1.262,1.303,0.408,13.916,-5.615,-21.423
1.248,1.303,0.433,2.319,-3.296,-29.053
1.252,1.311,0.458,-9.399,1.160,-38.147
1.233,1.305,0.474,-18.555,7.446,-50.354
1.176,1.266,0.470,-24.597,13.733,-64.453
1.116,1.217,0.443,-27.710,19.531,-79.773
1.067,1.164,0.409,-29.053,24.719,-95.520
1.009,1.113,0.362,-30.884,28.748,-108.582
0.976,1.062,0.333,-33.936,32.471,-117.798
0.964,1.030,0.314,-38.513,33.569,-123.047
0.953,1.017,0.321,-44.617,34.424,-125.122
0.945,1.013,0.343,-52.734,36.377,-126.282
0.942,1.005,0.350,-62.561,39.246,-128.235
0.932,0.990,0.359,-72.510,45.044,-131.042
0.905,0.970,0.376,-80.261,50.842,-135.986
0.880,0.931,0.384,-82.520,54.688,-145.142
0.861,0.880,0.388,-79.895,56.702,-156.616
0.820,0.844,0.371,-75.623,56.274,-169.312
0.786,0.808,0.364,-73.120,56.274,-180.908
0.750,0.772,0.344,-73.486,56.335,-190.430
0.648,0.734,0.337,-76.416,57.556,-197.388
0.704,0.676,0.397,-80.811,59.998,-203.735
0.615,0.657,0.344,-87.646,57.373,-208.923
0.604,0.596,0.342,-94.788,62.134,-211.792
0.602,0.536,0.297,-100.647,68.665,-215.820
0.528,0.496,0.275,-101.318,74.829,-221.863
0.490,0.420,0.297,-99.548,79.163,-228.027
0.439,0.354,0.281,-98.633,76.660,-234.131
0.409,0.305,0.264,-98.022,69.824,-240.234
0.383,0.249,0.250,-96.008,62.683,-244.568
0.373,0.160,0.274,-94.666,57.739,-246.704
0.356,0.062,0.280,-95.032,54.871,-248.169
0.336,0.015,0.280,-95.886,54.565,-249.451
0.321,-0.069,0.251,-96.680,56.213,-248.108
0.319,-0.124,0.267,-94.727,60.364,-244.141
0.286,-0.218,0.239,-92.285,62.622,-237.976
0.260,-0.250,0.173,-91.431,63.965,-233.521
0.258,-0.248,0.130,-89.966,65.308,-230.347
0.281,-0.242,0.120,-88.989,64.941,-226.501
0.256,-0.300,0.121,-91.309,61.768,-221.924
0.231,-0.364,0.128,-97.046,58.411,-219.421
0.218,-0.389,0.131,-102.173,56.519,-219.238
0.240,-0.445,0.147,-104.492,56.885,-215.698
0.210,-0.532,0.167,-103.455,56.519,-209.290
0.215,-0.603,0.159,-99.365,54.321,-202.026
0.201,-0.655,0.117,-92.102,52.795,-192.871

-0.291,-1.971,0.365,-79.102,28.015,-89.050
-0.259,-2.002,0.415,-74.890,25.146,-61.401
-0.212,-1.975,0.456,-68.176,22.278,-33.264
-0.175,-1.922,0.503,-56.702,18.860,-8.057
-0.140,-1.859,0.570,-41.382,14.038,11.780
-0.113,-1.820,0.643,-25.024,5.798,26.123
-0.085,-1.778,0.672,-9.521,-3.479,35.339
-0.036,-1.735,0.681,2.563,-9.705,42.419
0.054,-1.717,0.671,13.672,-12.573,50.903
0.136,-1.653,0.628,24.902,-13.611,60.730
0.190,-1.543,0.562,34.851,-12.695,71.289
0.245,-1.433,0.491,43.823,-10.498,80.811
0.285,-1.349,0.431,50.842,-7.629,87.402
0.294,-1.286,0.398,54.138,-4.883,91.553
0.291,-1.262,0.390,55.237,-4.517,93.933
0.296,-1.282,0.389,58.411,-6.287,94.849
0.282,-1.292,0.402,64.453,-6.836,95.825
0.252,-1.313,0.424,71.716,-6.226,99.731
0.273,-1.346,0.407,79.834,-7.568,104.919
0.279,-1.347,0.385,87.524,-9.399,112.976
0.266,-1.276,0.371,91.858,-10.437,124.329
0.286,-1.186,0.352,93.018,-10.315,136.780
0.313,-1.110,0.262,92.957,-7.385,150.024
0.312,-1.028,0.281,93.018,0.610,160.706
0.278,-0.947,0.241,92.224,2.014,164.246
0.227,-0.891,0.155,93.872,0.122,163.940
0.197,-0.851,0.084,99.121,-0.610,161.438
0.186,-0.832,0.020,106.750,-3.479,158.752
0.203,-0.826,-0.017,114.807,-9.338,162.170
0.221,-0.785,-0.039,119.324,-14.893,173.462
0.241,-0.707,-0.016,119.141,-17.578,188.477
0.269,-0.614,0.007,115.540,-20.203,203.735
0.289,-0.521,0.043,109.802,-22.705,218.506
0.327,-0.419,0.046,104.309,-22.827,230.164
0.315,-0.309,0.060,101.379,-18.799,235.657
0.297,-0.244,0.071,98.572,-14.282,233.765
0.323,-0.225,0.032,97.473,-13.306,224.426
0.371,-0.202,0.016,100.281,-13.306,214.722
0.371,-0.166,0.016,101.746,-15.320,211.975
0.393,-0.145,0.016,101.440,-21.667,212.708
0.428,-0.120,0.020,103.149,-28.809,214.722
0.437,-0.071,0.027,105.713,-32.288,217.346
0.485,0.004,0.061,107.300,-33.691,218.323
0.465,0.049,0.064,107.422,-35.583,217.896
0.450,0.084,0.056,107.239,-35.828,214.294
0.460,0.081,0.042,109.375,-35.889,208.252
0.464,0.105,0.026,112.000,-36.560,202.271
0.490,0.154,0.029,112.854,-37.659,198.669
0.524,0.214,0.039,110.352,-40.039,199.707
0.530,0.260,0.047,105.225,-44.006,202.332
0.532,0.284,0.063,99.304,-47.668,202.515
0.533,0.299,0.069,95.886,-49.805,198.303
0.505,0.296,0.073,96.252,-51.636,191.223
0.479,0.296,0.072,98.755,-53.650,181.946
0.453,0.251,0.062,101.990,-57.617,172.791
0.506,0.278,0.103,105.652,-60.974,168.640
0.525,0.289,0.138,107.788,-64.087,172.729
0.595,0.387,0.182,105.652,-64.758,179.321
0.654,0.473,0.206,101.013,-63.049,186.279
0.704,0.566,0.244,95.215,-59.753,190.796
0.712,0.634,0.227,90.393,-57.739,189.087
0.717,0.697,0.212,88.440,-56.519,180.420
0.701,0.709,0.233,90.088,-55.908,166.626
0.709,0.707,0.264,95.520,-56.458,149.170
0.742,0.679,0.285,101.257,-59.082,131.592
0.762,0.637,0.308,102.356,-61.218,121.033
0.854,0.685,0.345,97.412,-60.364,118.530
0.889,0.723,0.349,89.844,-59.875,121.704
0.941,0.806,0.352,81.604,-58.960,123.962
0.990,0.885,0.350,74.951,-56.335,122.437
0.997,0.931,0.337,69.458,-53.711,117.981
1.007,0.992,0.318,65.613,-51.636,109.253
1.040,1.059,0.314,63.416,-49.805,96.558
1.088,1.092,0.324,61.096,-46.753,83.374
1.171,1.140,0.332,58.655,-43.030,70.984
1.236,1.210,0.349,55.359,-38.574,60.059
1.291,1.272,0.360,50.415,-32.288,48.889
1.355,1.329,0.382,44.373,-24.414,37.170
1.369,1.361,0.396,36.255,-16.296,24.780
1.393,1.398,0.426,26.794,-8.240,10.620
1.386,1.396,0.474,17.517,-1.038,-2.808
1.401,1.391,0.516,8.423,8.789,-17.395
1.393,1.377,0.535,0.610,19.653,-34.851
1.356,1.334,0.530,-6.409,27.405,-52.124
1.286,1.264,0.507,-13.245,31.738,-68.481
1.226,1.205,0.478,-19.714,35.522,-83.557
1.187,1.161,0.451,-25.574,39.795,-97.107
1.135,1.128,0.431,-32.104,43.701,-107.422
1.091,1.103,0.414,-39.612,46.936,-115.967
1.050,1.096,0.404,-47.302,49.438,-123.169
1.032,1.097,0.392,-55.359,52.795,-129.761
0.997,1.101,0.385,-63.599,57.678,-136.475
0.968,1.090,0.393,-69.885,63.110,-144.348
0.933,1.066,0.398,-73.364,67.505,-154.419
0.897,1.037,0.390,-75.134,70.740,-166.443
0.831,0.993,0.360,-76.782,72.449,-179.016
0.774,0.934,0.364,-77.637,73.547,-191.711
0.729,0.850,0.374,-79.285,73.914,-202.576
0.609,0.760,0.381,-82.825,75.745,-211.060
0.668,0.661,0.423,-87.402,79.529,-216.919
0.592,0.627,0.387,-91.919,77.209,-220.703
0.559,0.549,0.369,-96.619,79.773,-220.520
0.557,0.500,0.314,-101.501,85.449,-220.398
0.521,0.479,0.298,-104.309,92.041,-220.703
0.469,0.427,0.292,-106.567,96.313,-220.459
0.423,0.358,0.266,-109.375,95.459,-221.863
0.392,0.289,0.252,-110.596,89.172,-224.976
0.335,0.216,0.227,-109.314,80.139,-228.210
0.339,0.147,0.246,-105.957,72.632,-231.140
0.335,0.068,0.242,-104.858,65.491,-232.239
0.348,0.070,0.228,-105.042,62.561,-230.713
0.279,-0.017,0.247,-106.506,62.805,-221.802
0.274,-0.090,0.212,-113.281,62.134,-213.257
0.252,-0.095,0.161,-115.967,62.256,-211.304
0.261,-0.127,0.137,-112.732,64.331,-208.923
0.260,-0.120,0.096,-108.154,64.819,-205.505
0.207,-0.126,0.040,-105.164,62.988,-201.843
0.180,-0.129,0.005,-104.187,59.631,-202.942
0.150,-0.144,-0.010,-105.225,53.894,-205.872

-0.180,-1.878,0.610,-67.627,10.986,-69.336
-0.179,-1.940,0.625,-61.035,12.207,-56.152
-0.149,-1.983,0.638,-51.880,12.146,-39.001
-0.113,-1.977,0.633,-41.077,9.277,-17.639
-0.074,-1.942,0.633,-29.053,4.761,5.554
-0.012,-1.886,0.635,-16.846,-0.122,29.419
0.037,-1.794,0.619,-5.249,-4.822,51.697
0.078,-1.686,0.585,5.432,-8.911,69.885
0.123,-1.579,0.562,15.442,-10.681,82.397
0.152,-1.494,0.538,23.865,-10.925,91.248
0.188,-1.440,0.519,30.518,-11.719,96.741
0.221,-1.412,0.505,36.987,-13.000,101.135
0.242,-1.375,0.492,43.213,-14.709,105.408
0.250,-1.338,0.493,49.622,-15.808,110.107
0.245,-1.341,0.507,56.458,-16.663,114.990
0.251,-1.323,0.516,63.904,-16.968,119.507
0.237,-1.297,0.530,70.251,-16.174,124.146
0.229,-1.299,0.522,74.951,-15.625,130.615
0.240,-1.295,0.498,80.139,-14.954,138.794
0.234,-1.265,0.463,85.938,-14.587,147.949
0.231,-1.206,0.414,90.759,-14.954,158.997
0.231,-1.093,0.381,94.116,-14.160,171.448
0.228,-1.038,0.337,97.290,-9.460,186.279
0.232,-0.962,0.387,101.563,-3.113,198.120
0.199,-0.880,0.408,104.797,-5.005,204.468
0.149,-0.810,0.373,105.896,-13.184,207.336
0.110,-0.756,0.352,108.643,-19.897,208.435
0.113,-0.721,0.314,114.197,-22.888,209.045
0.148,-0.674,0.288,120.667,-23.315,213.379
0.150,-0.600,0.270,124.939,-21.545,225.586
0.182,-0.499,0.257,125.854,-18.738,241.638
0.200,-0.363,0.253,125.488,-14.954,257.568
0.219,-0.212,0.243,123.718,-10.803,270.691
0.218,-0.061,0.201,120.605,-8.484,278.442
0.201,0.055,0.153,117.004,-7.874,279.663
0.177,0.135,0.125,113.525,-8.850,274.719
0.159,0.168,0.094,111.328,-13.611,264.343
0.195,0.155,0.082,113.647,-21.484,251.770
0.238,0.167,0.088,118.225,-30.334,243.896
0.265,0.203,0.112,120.911,-37.537,242.737
0.302,0.275,0.122,120.667,-43.701,244.873
0.338,0.375,0.132,119.080,-46.875,247.253
0.348,0.451,0.136,116.028,-48.523,249.390
0.359,0.519,0.128,112.915,-50.354,247.559
0.384,0.570,0.137,110.901,-51.819,241.272
0.384,0.593,0.139,109.497,-53.467,229.370
0.358,0.594,0.118,107.544,-56.702,214.050
0.355,0.553,0.092,106.934,-62.805,198.425
0.379,0.510,0.108,108.765,-69.702,186.951
0.394,0.503,0.166,109.436,-75.806,182.556
0.447,0.507,0.224,108.154,-80.627,183.594
0.531,0.603,0.281,105.774,-81.787,184.631
0.588,0.678,0.334,101.807,-78.491,185.608
0.640,0.758,0.354,96.191,-74.768,180.603
0.666,0.802,0.346,91.248,-69.885,172.546
0.666,0.807,0.310,87.708,-65.735,162.048
0.679,0.810,0.275,86.792,-64.880,148.865
0.740,0.805,0.272,89.417,-66.956,136.414
0.823,0.829,0.294,91.492,-68.665,128.479
0.886,0.889,0.315,87.952,-69.580,124.023
1.006,0.974,0.371,81.177,-69.092,119.141
1.101,1.025,0.462,74.280,-67.261,114.075
1.187,1.071,0.557,67.261,-62.683,107.300
1.278,1.125,0.653,61.951,-55.115,98.022
1.375,1.167,0.732,60.181,-44.983,87.097
1.472,1.220,0.773,61.157,-32.959,73.242
1.536,1.288,0.768,61.218,-21.362,56.946
1.557,1.332,0.739,56.213,-10.559,39.185
1.566,1.345,0.683,45.654,-1.587,20.447
1.563,1.316,0.622,33.630,6.042,2.502
1.430,1.282,0.545,23.743,13.184,-11.963
1.457,1.247,0.498,16.296,23.804,-27.710
1.603,1.212,0.555,9.827,30.151,-42.542
1.431,1.241,0.607,0.427,26.672,-50.720
1.346,1.166,0.562,-12.695,23.010,-59.265
1.382,1.149,0.508,-20.813,20.569,-76.416
1.327,1.137,0.490,-20.874,23.376,-88.989
1.269,1.112,0.490,-20.325,32.715,-98.083
1.237,1.087,0.486,-22.339,41.870,-108.154
1.170,1.064,0.484,-27.527,49.866,-118.103
1.138,1.033,0.486,-36.316,57.617,-127.258
1.096,0.995,0.486,-46.814,65.125,-134.583
1.030,0.961,0.476,-55.664,71.350,-141.846
0.979,0.925,0.467,-62.134,76.050,-150.269
0.930,0.881,0.460,-67.200,78.613,-158.569
0.883,0.843,0.464,-72.998,79.529,-165.955
0.844,0.822,0.444,-78.735,79.041,-172.546
0.813,0.802,0.446,-82.458,79.407,-178.162
0.779,0.775,0.463,-85.754,81.787,-183.777
0.744,0.734,0.477,-88.440,85.571,-190.002
0.699,0.679,0.468,-89.478,90.332,-197.388
0.642,0.628,0.455,-89.905,95.032,-204.163
0.620,0.566,0.431,-91.675,96.558,-209.900
0.508,0.529,0.371,-93.262,95.642,-215.393
0.488,0.448,0.408,-93.140,91.736,-221.130
0.456,0.378,0.354,-94.543,84.778,-223.572
0.454,0.323,0.373,-96.069,87.830,-222.473
0.468,0.265,0.368,-98.755,88.501,-223.633
0.401,0.243,0.317,-100.891,91.187,-221.924
0.395,0.200,0.363,-102.295,97.961,-217.957
0.380,0.117,0.350,-105.652,97.107,-216.125
0.321,0.059,0.354,-107.788,90.149,-217.590
0.277,0.032,0.296,-106.934,80.200,-221.375
0.278,-0.011,0.210,-104.248,75.195,-223.877
0.259,-0.061,0.209,-98.511,75.500,-221.863
0.212,-0.129,0.213,-96.008,74.707,-216.736
0.182,-0.171,0.174,-97.656,71.106,-214.111
0.183,-0.185,0.146,-99.426,68.909,-212.341
0.200,-0.205,0.146,-100.281,67.383,-209.229
0.182,-0.236,0.142,-103.027,66.711,-204.041
0.189,-0.291,0.128,-107.178,64.941,-199.219
0.198,-0.346,0.109,-109.924,61.340,-196.411
0.199,-0.381,0.102,-111.145,58.228,-194.885
0.199,-0.439,0.108,-111.389,56.091,-193.115
0.207,-0.511,0.121,-110.107,54.565,-189.880
0.216,-0.558,0.164,-107.605,53.711,-184.875
0.224,-0.610,0.208,-105.713,53.223,-178.833
0.208,-0.647,0.203,-105.591,52.124,-174.194
0.215,-0.679,0.173,-105.225,56.641,-170.654

-0.269,-1.935,0.439,-58.777,29.175,-86.060
-0.286,-1.958,0.424,-48.218,29.846,-64.514
-0.311,-1.964,0.412,-40.710,28.015,-41.443
-0.317,-1.970,0.412,-35.217,23.132,-19.104
-0.312,-1.974,0.408,-29.907,15.137,1.404
-0.293,-1.959,0.435,-22.461,5.432,21.362
-0.267,-1.945,0.480,-12.573,-4.517,40.588
-0.195,-1.909,0.504,-1.099,-15.015,58.167
-0.107,-1.824,0.535,12.207,-23.376,73.547
-0.036,-1.732,0.569,25.818,-27.893,88.501
0.052,-1.638,0.569,37.292,-28.076,102.722
0.128,-1.517,0.525,45.105,-23.743,115.051
0.156,-1.404,0.478,49.438,-18.311,124.939
0.185,-1.306,0.433,51.941,-14.771,131.531
0.188,-1.252,0.404,55.420,-15.198,134.644
0.174,-1.248,0.400,60.913,-18.921,134.277
0.179,-1.267,0.399,69.946,-24.780,132.019
0.195,-1.303,0.396,80.994,-29.663,131.775
0.194,-1.315,0.386,90.942,-32.471,137.939
0.208,-1.283,0.370,98.022,-34.912,150.146
0.247,-1.206,0.358,103.821,-36.072,165.955
0.230,-1.067,0.334,106.934,-35.950,183.105
0.257,-0.968,0.317,107.483,-31.067,200.378
0.261,-0.858,0.345,106.628,-24.048,210.999
0.217,-0.760,0.339,103.882,-22.461,215.515
0.196,-0.717,0.321,103.149,-23.804,215.393
0.206,-0.697,0.271,107.788,-26.733,211.121
0.230,-0.675,0.227,116.577,-29.480,208.496
0.243,-0.628,0.209,124.695,-31.616,213.562
0.267,-0.528,0.178,129.150,-33.691,224.670
0.276,-0.418,0.177,129.700,-34.180,238.647
0.286,-0.310,0.188,127.136,-33.813,252.075
0.296,-0.195,0.209,124.084,-34.973,261.719
0.291,-0.086,0.227,121.277,-36.133,265.198
0.304,0.014,0.225,119.873,-35.034,262.451
0.348,0.064,0.216,121.765,-32.959,255.127
0.372,0.102,0.191,123.657,-30.518,247.192
0.419,0.170,0.155,123.779,-29.724,241.089
0.463,0.213,0.141,122.009,-31.128,239.807
0.469,0.255,0.140,118.408,-34.363,240.417
0.502,0.352,0.147,115.173,-37.170,238.220
0.523,0.415,0.177,114.197,-39.307,235.229
0.550,0.460,0.210,114.563,-40.039,228.943
0.544,0.489,0.201,115.356,-40.894,218.140
0.521,0.493,0.158,116.028,-42.175,202.393
0.553,0.473,0.104,117.798,-43.579,184.998
0.607,0.462,0.090,119.202,-45.837,174.377
0.634,0.500,0.096,114.746,-48.462,174.011
0.638,0.543,0.093,105.164,-51.270,177.002
0.725,0.622,0.148,95.886,-52.002,177.246
0.754,0.663,0.184,89.172,-53.040,176.147
0.771,0.696,0.215,84.412,-51.758,171.814
0.763,0.697,0.234,83.862,-48.706,161.682
0.748,0.677,0.219,87.830,-45.349,146.912
0.724,0.649,0.176,93.445,-45.105,129.456
0.713,0.619,0.151,98.938,-46.936,114.868
0.753,0.594,0.154,99.915,-49.072,106.750
0.779,0.595,0.157,92.773,-50.659,106.995
0.855,0.670,0.191,81.970,-49.500,110.107
0.885,0.737,0.229,72.083,-48.523,112.427
0.909,0.771,0.255,62.683,-46.204,111.755
0.946,0.829,0.251,55.664,-43.396,104.858
0.952,0.844,0.245,52.734,-43.091,94.604
0.945,0.832,0.244,52.490,-44.495,82.825
0.951,0.804,0.257,53.467,-45.105,71.045
1.001,0.831,0.297,53.955,-43.335,61.218
1.061,0.857,0.345,53.894,-40.527,53.833
1.088,0.871,0.370,51.086,-37.354,48.645
1.148,0.909,0.420,46.326,-32.654,43.335
1.201,0.944,0.466,40.833,-27.588,38.025
1.246,0.996,0.509,34.912,-22.156,31.067
1.295,1.035,0.532,29.907,-15.076,22.095
1.345,1.077,0.542,24.597,-6.897,11.963
1.353,1.111,0.525,17.700,-0.732,0.732
1.328,1.110,0.495,10.071,5.005,-11.475
1.305,1.082,0.465,4.028,11.536,-25.452
1.299,1.056,0.426,-0.488,17.090,-38.757
1.277,1.044,0.398,-4.883,20.813,-50.049
1.251,1.026,0.384,-10.559,23.071,-58.533
1.244,1.025,0.377,-17.395,25.635,-66.101
1.250,1.019,0.402,-24.963,30.579,-71.594
1.227,1.007,0.405,-34.180,37.842,-76.233
1.187,0.994,0.393,-42.725,44.983,-83.008
1.158,0.973,0.390,-48.828,48.218,-92.773
1.130,0.939,0.392,-53.467,50.049,-103.455
1.094,0.905,0.393,-57.678,53.040,-113.708
1.062,0.868,0.387,-62.988,56.641,-122.314
1.028,0.837,0.372,-69.336,59.692,-130.188
0.982,0.811,0.358,-74.463,62.622,-137.268
0.951,0.782,0.354,-78.674,64.758,-144.165
0.918,0.743,0.349,-82.825,66.406,-149.902
0.876,0.713,0.340,-87.280,68.054,-153.931
0.839,0.683,0.338,-91.064,70.068,-158.447
0.813,0.646,0.328,-92.529,71.777,-164.429
0.781,0.609,0.328,-92.224,73.059,-170.654
0.667,0.575,0.276,-92.346,73.975,-177.246
0.709,0.505,0.313,-92.896,75.806,-185.059
0.614,0.478,0.263,-94.971,71.228,-192.749
0.580,0.385,0.246,-96.252,73.181,-197.510
0.588,0.313,0.209,-96.924,75.684,-202.698
0.539,0.255,0.227,-97.107,79.041,-203.796
0.529,0.180,0.248,-99.304,81.543,-201.843
0.502,0.130,0.250,-102.600,80.200,-200.012
0.493,0.077,0.238,-106.201,75.989,-197.998
0.470,0.035,0.201,-109.192,71.228,-195.679
0.439,-0.008,0.185,-110.168,67.139,-194.641
0.419,-0.070,0.160,-108.032,63.660,-196.228
0.421,-0.098,0.134,-103.577,60.791,-198.914
0.387,-0.148,0.107,-99.121,58.167,-198.669
0.359,-0.200,0.077,-97.290,56.702,-196.472
0.356,-0.229,0.061,-97.900,56.152,-193.420
0.372,-0.266,0.065,-101.685,56.458,-187.805
0.398,-0.277,0.049,-107.849,56.091,-179.810
0.366,-0.308,0.040,-113.281,55.481,-170.227
0.342,-0.336,0.029,-117.126,52.490,-164.307
0.334,-0.362,0.031,-116.028,47.180,-162.903
0.339,-0.394,0.048,-111.816,42.419,-164.612
0.347,-0.431,0.073,-107.361,37.109,-167.419
0.336,-0.481,0.086,-103.638,31.921,-169.800

1.115,1.029,0.449,70.862,-40.100,74.463
1.202,1.081,0.468,62.561,-34.973,67.200
1.286,1.168,0.489,52.917,-29.663,60.669
1.344,1.260,0.518,42.358,-24.841,53.162
1.387,1.319,0.588,32.776,-18.188,42.908
1.439,1.337,0.644,26.794,-8.850,27.283
1.438,1.338,0.667,23.987,0.671,6.531
1.387,1.271,0.636,23.254,13.123,-16.541
1.460,1.209,0.590,22.461,23.437,-40.771
1.361,1.127,0.618,18.921,26.489,-56.213
1.266,1.020,0.605,8.240,23.254,-65.979
1.242,0.962,0.543,-5.127,17.029,-75.073
1.233,0.938,0.500,-14.038,17.212,-78.369
1.231,0.942,0.500,-21.545,26.489,-76.294
1.201,0.964,0.504,-32.288,40.039,-73.792
1.191,0.961,0.507,-43.640,50.903,-76.233
1.177,0.944,0.512,-51.575,56.213,-83.374
1.135,0.917,0.503,-54.443,59.692,-93.384
1.097,0.895,0.481,-54.810,62.500,-105.530
1.066,0.867,0.463,-56.030,64.209,-116.943
1.041,0.835,0.448,-59.021,65.796,-126.221
1.017,0.817,0.441,-63.721,67.871,-131.775
1.002,0.813,0.430,-70.251,70.129,-135.803
0.985,0.812,0.430,-77.271,72.937,-140.076
0.940,0.800,0.418,-84.473,76.538,-144.775
0.904,0.780,0.421,-92.346,81.299,-150.818
0.883,0.750,0.418,-99.182,84.045,-157.593
0.848,0.712,0.437,-103.516,87.524,-164.124
0.806,0.672,0.453,-106.934,92.224,-170.166
0.754,0.624,0.448,-110.840,96.680,-177.368
0.718,0.555,0.436,-113.342,97.595,-185.669
0.517,0.475,0.390,-113.953,96.619,-193.176
0.618,0.363,0.436,-112.366,95.947,-201.416
0.483,0.363,0.344,-110.474,84.961,-209.656
0.516,0.245,0.366,-105.713,85.449,-211.487
0.521,0.222,0.331,-102.051,86.426,-213.013
0.483,0.200,0.333,-99.915,92.285,-210.449
0.485,0.169,0.336,-103.333,99.487,-205.322
0.429,0.125,0.308,-111.206,101.990,-199.402
0.380,0.081,0.265,-119.934,100.891,-196.350
0.398,0.062,0.203,-122.803,96.436,-199.280
0.387,0.043,0.168,-120.117,90.759,-202.087
0.336,0.016,0.126,-116.333,85.938,-203.491
0.295,-0.021,0.100,-114.319,82.947,-204.590
0.285,-0.090,0.103,-115.479,79.712,-204.895
0.268,-0.131,0.087,-118.103,73.730,-206.848
0.264,-0.170,0.087,-119.202,69.153,-206.238
0.281,-0.208,0.093,-119.019,66.345,-202.820
0.276,-0.237,0.093,-118.530,64.087,-198.120
0.257,-0.276,0.085,-117.554,62.988,-194.336
0.247,-0.302,0.084,-117.859,62.622,-192.688
0.233,-0.328,0.088,-120.178,62.073,-193.237
0.207,-0.397,0.094,-123.047,61.707,-194.275
0.187,-0.457,0.111,-126.709,62.439,-195.557
0.169,-0.522,0.115,-130.676,61.646,-195.496
0.163,-0.633,0.120,-132.385,57.495,-192.627
0.154,-0.724,0.112,-131.287,50.232,-188.782
0.166,-0.792,0.084,-127.441,45.715,-183.044
0.170,-0.852,0.112,-122.192,48.279,-174.011
0.152,-0.917,0.165,-119.385,49.866,-165.039
0.138,-0.986,0.232,-117.371,46.875,-159.485
0.139,-1.048,0.272,-115.051,39.001,-157.166
0.121,-1.104,0.280,-113.098,30.640,-155.762
0.079,-1.165,0.290,-110.291,26.062,-154.297
0.038,-1.257,0.312,-107.239,23.560,-152.588
0.016,-1.381,0.352,-102.356,21.545,-150.085
-0.017,-1.490,0.391,-95.581,20.020,-144.531
-0.058,-1.598,0.448,-87.097,20.020,-134.766
-0.090,-1.699,0.501,-77.209,20.691,-122.375
-0.116,-1.786,0.565,-66.040,22.278,-107.239
-0.136,-1.836,0.576,-56.519,23.071,-90.393
-0.180,-1.873,0.591,-48.828,23.499,-71.838
-0.235,-1.930,0.610,-42.542,21.606,-52.551
-0.262,-1.990,0.617,-35.217,16.663,-34.180
-0.272,-2.007,0.606,-25.452,9.216,-17.517
-0.259,-2.001,0.590,-12.939,2.319,-1.526
-0.246,-1.979,0.583,1.160,-1.953,16.479
-0.211,-1.914,0.559,14.465,-3.906,35.217
-0.166,-1.815,0.528,26.306,-5.005,52.734
-0.103,-1.724,0.484,37.231,-5.554,68.909
-0.066,-1.638,0.423,47.363,-6.226,84.045
-0.048,-1.554,0.374,56.702,-8.057,98.328
-0.031,-1.477,0.332,64.880,-11.963,109.863
-0.027,-1.412,0.313,71.350,-16.296,118.042
-0.018,-1.384,0.317,75.500,-21.545,123.901
0.002,-1.377,0.323,79.773,-27.710,130.005
0.022,-1.359,0.338,85.510,-33.142,137.634
-0.002,-1.314,0.339,91.919,-37.109,148.193
0.040,-1.294,0.378,98.145,-36.377,161.987
0.075,-1.223,0.417,103.149,-35.034,174.744
0.081,-1.125,0.426,106.934,-34.973,187.988
0.115,-1.033,0.422,110.840,-33.142,200.500
0.129,-0.941,0.401,115.784,-30.884,210.449
0.122,-0.834,0.351,120.483,-30.212,217.590
0.143,-0.748,0.297,124.573,-30.090,221.741
0.194,-0.684,0.249,128.357,-31.189,224.915
0.214,-0.599,0.220,130.493,-33.203,231.323
0.231,-0.511,0.212,131.470,-35.034,240.112
0.255,-0.422,0.205,131.958,-37.598,247.864
0.255,-0.335,0.196,131.775,-39.490,255.005
0.233,-0.252,0.195,131.714,-40.649,259.033
0.216,-0.188,0.213,132.324,-42.908,258.667
0.239,-0.131,0.232,134.216,-46.387,255.005
0.269,-0.102,0.250,139.404,-47.546,250.793
0.323,-0.024,0.260,144.287,-44.495,247.070
0.365,0.059,0.233,146.301,-39.307,247.498
0.381,0.128,0.224,144.226,-35.156,252.563
0.401,0.222,0.203,139.282,-33.569,257.019
0.423,0.307,0.185,134.399,-35.461,258.972
0.418,0.362,0.171,131.042,-38.940,257.202
0.435,0.429,0.179,130.432,-42.969,248.657
0.461,0.489,0.177,131.531,-47.607,235.840
0.488,0.505,0.156,132.446,-52.368,222.717
0.510,0.515,0.145,131.592,-55.359,212.219
0.545,0.536,0.148,129.150,-56.946,204.773
0.590,0.569,0.174,125.671,-58.228,200.745
0.612,0.587,0.182,121.826,-58.838,199.341
0.674,0.660,0.202,118.469,-57.556,195.251
0.684,0.709,0.208,116.699,-56.335,188.660

1.246,1.014,0.608,55.725,-45.410,43.457
