aX,aY,aZ,gX,gY,gZ
1.085,-0.168,1.150,-23.010,-16.968,-21.606
1.248,-0.090,1.165,-16.296,-17.822,-19.897
1.410,-0.023,1.185,-12.390,-18.005,-20.325
1.526,0.027,1.172,-11.536,-17.578,-22.339
1.575,0.058,1.100,-11.719,-17.700,-24.963
1.596,0.045,1.008,-14.038,-18.921,-30.212
1.598,-0.030,0.915,-17.517,-22.095,-37.903
1.581,-0.123,0.840,-22.400,-27.405,-44.495
1.590,-0.206,0.787,-27.954,-35.828,-48.401
1.582,-0.248,0.815,-31.616,-51.575,-48.584
1.606,-0.229,0.868,-31.616,-73.975,-47.241
1.638,-0.162,0.917,-22.522,-96.619,-46.692
1.674,-0.085,0.952,-6.409,-115.479,-46.753
1.693,0.037,0.972,14.282,-123.535,-45.654
1.616,0.237,0.909,38.940,-117.554,-44.739
1.439,0.484,0.761,57.068,-100.220,-49.072
1.006,0.739,0.540,60.791,-66.956,-51.392
0.376,1.094,0.160,54.260,-23.010,-51.697
-0.458,1.505,-0.293,35.034,10.010,-48.523
-1.457,1.817,-0.601,6.348,23.987,-48.340
-2.522,1.843,-0.627,-31.494,17.639,-53.833
-3.492,1.728,-0.581,-76.538,-13.123,-66.284
-4.000,1.521,-0.441,-78.430,-68.359,-104.858
-4.000,0.955,-0.262,0.427,-124.207,-170.349
-4.000,0.199,-0.112,80.627,-174.866,-238.037
-4.000,-0.743,0.205,87.341,-238.953,-274.780
-3.963,-1.479,0.854,9.033,-296.387,-259.033
-3.010,-1.811,1.739,-106.140,-332.520,-187.927
-2.120,-1.792,2.738,-188.538,-330.444,-84.167
-1.364,-1.547,3.408,-211.670,-276.917,9.216
-0.903,-1.187,3.529,-179.504,-181.519,59.814
-0.810,-0.733,3.155,-103.210,-62.195,63.110
-0.966,-0.254,2.544,-4.333,86.609,56.396
-1.397,0.092,1.808,72.937,226.257,72.693
-1.798,0.594,0.874,80.322,309.998,92.651
-2.112,0.919,0.152,45.593,341.919,108.704
-2.237,1.196,-0.398,-3.052,323.242,106.873
-2.113,1.151,-0.657,-33.020,262.146,85.022
-1.831,0.859,-0.568,-37.903,188.354,56.946
-1.448,0.511,-0.318,-31.982,130.127,38.574
-1.145,0.226,0.037,-24.902,92.896,33.386
-0.960,0.086,0.328,-16.418,71.350,39.856
-0.859,0.014,0.532,-1.221,63.477,48.096
-0.753,-0.001,0.632,13.733,64.026,52.551
-0.593,0.008,0.642,18.494,64.514,56.458
-0.468,0.069,0.658,17.334,61.279,62.256
-0.361,0.067,0.723,16.785,54.382,68.481
-0.280,0.133,0.780,14.954,44.678,74.097
-0.201,0.253,0.854,13.062,36.194,75.317
-0.027,0.249,0.891,17.334,30.273,69.275
0.200,0.196,0.900,23.621,26.306,61.279
0.405,0.135,0.901,28.320,23.071,57.617
0.589,0.081,0.886,30.212,19.958,57.007
0.684,0.043,0.906,29.053,17.090,56.458
0.626,0.124,0.954,22.827,14.221,55.542
0.600,0.097,1.026,15.137,12.451,53.040
0.652,0.131,1.061,5.859,11.169,46.265
0.627,0.168,1.124,2.441,9.521,36.865
0.697,0.155,1.125,7.446,8.362,27.405
0.814,0.099,1.108,11.536,5.859,21.667
0.817,0.095,1.121,14.404,6.470,20.203
0.822,0.020,1.093,18.738,12.024,18.311

1.436,0.205,1.076,-62.256,-0.427,-21.912
1.482,0.156,1.124,-66.650,-11.902,-26.062
1.528,0.086,1.179,-63.965,-26.428,-30.762
1.550,0.015,1.233,-55.908,-39.429,-35.950
1.564,-0.027,1.230,-45.471,-46.570,-41.931
1.562,-0.017,1.167,-35.767,-47.913,-48.462
1.552,0.026,1.053,-27.649,-45.471,-55.664
1.510,0.103,0.878,-18.433,-40.466,-64.087
1.395,0.190,0.707,-8.545,-37.842,-72.998
1.237,0.305,0.527,-9.155,-37.598,-80.444
1.101,0.426,0.339,-19.653,-38.208,-82.458
0.847,0.545,0.139,-34.241,-39.185,-81.177
0.455,0.646,0.014,-44.678,-42.114,-76.721
-0.015,0.801,-0.136,-49.622,-51.392,-68.787
-0.608,0.967,-0.150,-43.884,-64.148,-58.655
-1.291,1.225,-0.132,-24.353,-76.843,-52.795
-2.056,1.440,-0.010,5.676,-83.801,-53.894
-3.073,1.619,0.126,45.593,-75.745,-64.941
-3.954,1.641,0.105,81.116,-59.998,-91.858
-4.000,1.405,-0.050,102.417,-61.340,-149.780
-4.000,0.537,-0.237,117.676,-92.468,-218.567
-4.000,-0.760,-0.012,98.694,-151.428,-263.855
-3.998,-1.944,0.480,20.874,-222.961,-263.306
-3.078,-2.655,1.334,-79.712,-273.254,-199.280
-2.078,-2.760,2.364,-151.550,-279.053,-72.510
-1.346,-2.101,3.070,-173.950,-224.548,69.580
-0.889,-1.210,3.268,-142.578,-110.962,165.161
-1.019,-0.174,2.884,-67.993,14.587,188.782
-1.301,0.685,2.161,22.827,138.306,157.104
-1.588,0.931,1.417,97.839,252.563,118.469
-1.857,0.958,0.620,95.520,324.768,96.924
-1.941,0.946,-0.103,25.818,337.463,86.670
-1.852,0.831,-0.506,-49.622,295.166,82.642
-1.639,0.636,-0.503,-83.191,220.154,72.144
-1.372,0.398,-0.245,-69.519,142.029,58.228
-1.057,0.171,0.134,-35.522,84.778,50.293
-0.830,0.045,0.433,-7.324,51.147,51.208
-0.636,0.034,0.599,13.855,37.598,60.486
-0.566,0.093,0.684,29.541,34.912,72.937
-0.499,0.220,0.729,36.133,35.767,78.491
-0.416,0.302,0.725,35.522,39.001,77.332
-0.264,0.311,0.778,34.363,35.400,74.463
-0.129,0.378,0.849,29.358,26.123,72.571
-0.001,0.382,0.911,25.330,17.212,67.627
0.147,0.321,0.954,25.208,11.047,61.096
0.272,0.252,0.970,24.475,9.399,56.274
0.369,0.191,0.960,21.667,11.230,54.688
0.462,0.147,0.917,20.386,15.198,54.138
0.523,0.098,0.838,22.644,18.677,51.880
0.496,0.093,0.772,23.926,21.545,48.523
0.457,0.079,0.743,23.437,21.606,46.753
0.432,0.100,0.758,21.667,14.465,42.847
0.382,0.105,0.881,21.118,0.977,36.133
0.316,0.104,1.043,20.752,-13.306,27.649
0.434,0.051,1.111,18.921,-23.743,19.348
0.566,0.010,1.151,19.287,-29.358,13.794
0.575,-0.003,1.178,20.935,-29.846,11.536
0.658,-0.052,1.121,21.301,-24.841,11.047
0.634,-0.050,1.087,17.456,-17.090,14.282
0.591,-0.063,1.027,12.756,-7.751,17.151
0.528,-0.063,1.000,10.742,-2.991,18.555
0.471,-0.056,1.019,10.132,-2.563,18.066
0.473,-0.066,1.049,9.827,-6.104,18.311
0.475,-0.038,1.144,9.888,-13.062,22.644
0.521,-0.033,1.248,12.451,-18.250,29.297
0.585,0.022,1.320,17.273,-20.020,33.508
0.642,0.050,1.361,26.367,-18.677,32.715
0.712,0.052,1.345,36.255,-12.817,29.053
0.775,0.049,1.277,43.518,-4.089,25.085
0.781,0.043,1.179,49.561,5.981,19.775
0.764,0.037,1.058,52.063,15.808,11.902
0.762,0.048,0.917,50.110,25.452,3.296
0.756,0.071,0.787,47.058,30.457,-3.845
0.703,0.102,0.702,45.166,27.893,-8.240
0.592,0.137,0.675,42.114,19.470,-10.071
0.503,0.145,0.709,33.264,7.080,-10.803
0.448,0.115,0.810,20.630,-5.554,-12.268
0.439,0.048,0.930,8.240,-15.137,-14.465
0.474,-0.031,1.040,-3.113,-19.409,-18.188
0.502,-0.116,1.122,-11.902,-18.066,-21.362
0.505,-0.192,1.152,-17.456,-11.841,-21.484
0.493,-0.228,1.136,-18.921,-3.540,-19.104
0.476,-0.220,1.092,-16.479,2.625,-16.418
0.461,-0.191,1.075,-12.207,5.127,-15.442
0.453,-0.168,1.095,-9.155,4.944,-15.747
0.486,-0.163,1.128,-10.132,4.517,-16.113
0.549,-0.172,1.158,-13.977,4.944,-16.113
0.631,-0.195,1.171,-19.409,5.798,-15.564
0.732,-0.225,1.162,-25.269,6.897,-14.709
0.855,-0.230,1.148,-29.663,8.667,-13.062
1.009,-0.228,1.120,-31.006,8.789,-11.047
1.186,-0.206,1.083,-30.029,6.836,-8.972
1.390,-0.161,1.039,-26.245,2.625,-7.507
1.671,-0.103,0.959,-18.250,-4.089,-7.019
1.873,-0.029,0.883,-4.517,-13.550,-7.141
1.999,0.045,0.845,8.423,-23.987,-13.489
2.059,0.073,0.856,9.949,-33.691,-22.644
2.058,0.054,0.912,-3.052,-43.518,-30.701
2.035,-0.002,1.013,-26.550,-52.917,-39.429
1.966,-0.090,1.166,-50.293,-62.012,-49.683
1.794,-0.154,1.345,-65.674,-67.566,-61.035
1.665,-0.291,1.537,-67.505,-66.467,-71.167
1.578,-0.333,1.571,-60.974,-55.115,-72.388
1.348,-0.169,1.495,-40.588,-28.076,-61.646
0.928,0.107,1.272,-7.446,3.418,-47.119
0.255,0.565,0.880,24.963,36.743,-33.569
-0.418,1.158,0.295,53.406,66.772,-25.146
-1.159,1.753,-0.263,63.660,80.078,-22.278
-2.059,1.999,-0.546,33.813,73.792,-20.081
-3.076,2.165,-0.667,-42.419,30.640,-26.428
-3.924,2.029,-0.576,-92.407,-50.476,-67.932
-4.000,1.227,-0.208,-44.373,-134.460,-148.437
-4.000,0.144,0.226,57.373,-185.364,-223.206
-4.000,-1.010,0.591,136.780,-192.688,-246.582
-3.811,-1.580,0.670,145.020,-184.998,-236.511
-3.171,-1.910,0.794,94.910,-175.232,-203.125
-2.372,-1.931,1.221,18.127,-154.785,-130.859
-1.753,-1.527,1.823,-71.777,-147.888,-31.006
-1.220,-0.958,2.398,-129.456,-131.531,56.335

-0.768,-0.078,2.448,-79.834,-8.850,86.548
-0.875,0.013,1.909,1.160,82.092,59.875
-1.138,-0.026,1.383,58.411,160.950,52.979
-1.317,0.125,0.725,63.965,200.439,62.073
-1.386,0.282,0.271,40.161,208.801,75.317
-1.331,0.428,0.027,20.142,194.702,84.717
-1.199,0.509,-0.002,10.071,157.837,83.801
-1.051,0.486,0.125,-1.465,121.643,77.026
-0.862,0.437,0.280,-23.499,98.450,71.228
-0.691,0.357,0.470,-47.668,84.167,70.740
-0.643,0.339,0.657,-68.237,75.867,73.303
-0.723,0.351,0.851,-79.895,71.350,72.876
-0.662,0.336,0.946,-77.576,69.885,65.186
-0.499,0.288,1.000,-61.951,67.993,54.504
-0.302,0.178,1.058,-34.851,64.087,44.983
-0.160,0.072,1.098,-4.883,60.181,41.748
-0.125,0.062,1.123,16.663,57.434,42.969
-0.104,0.059,1.122,26.917,55.664,44.128
-0.119,0.088,1.119,27.771,53.894,45.532
-0.121,0.115,1.103,22.766,52.490,47.241
-0.088,0.125,1.056,17.944,52.673,47.119
-0.011,0.118,0.973,16.541,52.856,45.532
0.080,0.084,0.907,17.700,50.659,44.800
0.183,0.061,0.858,15.930,45.471,45.044
0.303,0.049,0.820,12.512,37.659,44.556
0.324,0.061,0.824,13.489,27.466,42.786
0.298,0.070,0.854,15.381,17.578,41.138
0.321,0.070,0.881,14.771,10.620,38.330
0.362,0.074,0.913,13.733,7.080,34.302
0.300,0.089,0.962,12.756,6.104,29.541
0.264,0.052,0.986,7.141,7.263,25.696
0.353,-0.018,0.980,-1.099,9.827,25.085
0.459,-0.028,0.941,-7.263,11.047,26.672
0.513,0.000,0.896,-4.944,11.169,29.541
0.538,0.035,0.868,5.798,10.620,30.151
0.498,0.072,0.878,17.029,10.193,28.076
0.430,0.093,0.916,22.217,12.451,24.048
0.339,0.085,0.948,18.982,16.663,20.081
0.228,0.040,0.983,7.019,21.606,16.846
0.237,-0.044,0.962,-8.972,26.428,13.977
0.275,-0.110,0.927,-21.118,26.611,13.062
0.309,-0.147,0.898,-21.790,22.217,13.672
0.381,-0.162,0.850,-11.047,15.259,14.160
0.503,-0.161,0.808,3.174,6.592,17.029
0.458,-0.081,0.835,16.846,-3.235,22.339
0.446,-0.018,0.851,23.376,-8.728,27.344
0.463,0.036,0.884,18.555,-10.803,30.701
0.393,0.083,0.958,8.789,-9.155,31.311
0.327,0.056,1.002,-3.113,-7.080,30.151
0.404,-0.023,0.981,-15.747,-6.042,29.785
0.478,-0.072,0.946,-22.705,-7.324,33.142
0.546,-0.109,0.897,-18.127,-11.597,39.246
0.646,-0.119,0.828,-5.066,-17.395,44.434
0.753,-0.067,0.748,11.536,-22.278,47.302
0.785,0.057,0.719,25.330,-26.367,47.729
0.811,0.192,0.708,30.090,-28.748,43.823
0.824,0.319,0.733,26.733,-29.053,35.095
0.849,0.390,0.767,17.639,-28.442,22.827
0.815,0.380,0.814,7.385,-27.039,10.071
0.789,0.324,0.844,-3.479,-24.841,-0.427
0.764,0.261,0.864,-13.062,-21.667,-7.446
0.719,0.201,0.886,-18.738,-18.921,-12.695
0.658,0.127,0.898,-18.921,-17.273,-16.357
0.608,0.068,0.923,-18.311,-16.602,-20.691
0.567,0.044,0.950,-17.273,-16.968,-24.841
0.534,0.017,1.007,-13.672,-17.517,-28.870
0.531,-0.029,1.071,-10.376,-16.418,-31.494
0.570,-0.058,1.126,-10.071,-13.489,-31.433
0.642,-0.091,1.165,-9.644,-8.911,-30.457
0.748,-0.122,1.179,-8.301,-5.249,-29.114
0.917,-0.133,1.154,-8.850,-3.418,-27.039
1.170,-0.091,1.099,-11.169,-4.517,-23.132
1.469,-0.021,1.048,-10.315,-10.071,-19.287
1.881,0.012,0.974,-6.714,-23.743,-15.320
2.332,0.013,0.892,-2.319,-45.471,-10.437
2.874,0.000,0.802,1.160,-71.716,-6.958
3.440,0.045,0.693,2.258,-97.412,-8.545
3.774,0.141,0.662,5.981,-119.812,-16.785
3.650,0.354,0.654,11.841,-134.338,-32.471
3.192,0.577,0.841,24.475,-137.756,-52.063
2.454,0.842,0.953,32.410,-129.761,-73.303
1.684,0.978,1.108,35.950,-113.281,-93.750
0.908,1.072,1.126,27.588,-85.449,-106.079
0.112,1.090,0.899,4.944,-46.875,-106.262
-0.893,1.270,0.512,-11.658,-13.428,-98.816
-1.757,1.563,0.055,9.888,2.014,-93.140
-2.687,1.648,-0.230,63.110,8.057,-93.506
-3.712,1.630,-0.339,106.445,3.418,-95.764
-4.000,1.478,-0.328,108.276,-19.287,-106.140
-4.000,0.991,-0.217,87.341,-55.176,-148.071
-4.000,-0.040,-0.107,72.449,-88.745,-221.375
-4.000,-1.083,0.150,28.381,-126.892,-271.973
-3.997,-1.855,0.677,-63.232,-172.180,-265.869
-2.899,-2.141,1.380,-169.983,-206.604,-198.853
-1.769,-2.093,2.368,-247.742,-202.515,-72.449
-1.099,-1.508,2.891,-267.822,-179.871,45.532
-0.812,-0.880,3.031,-202.515,-125.488,102.905
-0.633,-0.494,2.788,-62.012,-18.188,102.051
-0.548,-0.305,2.288,79.773,95.093,66.956
-0.970,-0.055,1.635,153.931,164.490,50.781
-1.160,0.347,0.964,174.377,213.745,57.251
-1.308,0.738,0.424,148.010,231.812,67.566
-1.370,0.915,0.033,93.506,215.881,73.669
-1.274,0.879,-0.113,33.325,182.495,66.223
-1.174,0.672,0.004,-23.987,141.724,55.359
-1.092,0.432,0.210,-76.172,105.286,50.476
-0.950,0.245,0.464,-115.112,81.848,47.058
-0.904,0.138,0.711,-134.644,71.167,44.067
-0.881,0.090,0.862,-128.479,71.045,44.434
-0.928,0.105,0.953,-97.900,75.012,47.058
-0.867,0.155,0.953,-54.443,79.590,48.218
-0.792,0.180,0.904,-11.169,81.299,50.049
-0.657,0.236,0.825,21.423,79.224,52.917
-0.510,0.260,0.791,46.326,73.792,55.603
-0.376,0.306,0.778,63.721,65.918,54.688
-0.292,0.339,0.772,71.045,57.434,50.659
-0.134,0.282,0.790,69.580,52.673,46.204
-0.033,0.235,0.818,55.725,51.025,43.518
-0.001,0.189,0.811,34.546,52.856,45.959

1.446,-0.320,1.234,-36.438,-8.301,-22.888
1.784,-0.255,1.196,-27.832,-4.822,-20.081
2.101,-0.184,1.070,-15.869,-3.235,-17.212
2.352,-0.074,0.897,-4.456,-2.502,-14.587
2.480,0.034,0.733,4.395,-5.127,-12.268
2.502,0.131,0.605,9.521,-12.939,-15.442
2.420,0.200,0.507,8.667,-22.705,-27.161
2.211,0.238,0.467,1.648,-31.494,-42.603
1.968,0.220,0.459,-13.428,-41.687,-58.777
1.690,0.195,0.493,-33.752,-53.223,-73.120
1.441,0.150,0.526,-51.208,-63.965,-83.618
1.218,0.068,0.580,-66.406,-72.693,-88.928
1.037,0.048,0.586,-74.829,-78.186,-83.984
0.802,0.078,0.598,-65.063,-80.261,-72.571
0.382,0.232,0.648,-38.879,-76.477,-60.486
-0.181,0.579,0.589,-9.155,-62.012,-52.551
-0.725,0.995,0.436,8.850,-41.565,-45.593
-1.320,1.486,0.419,7.507,-16.602,-40.405
-2.059,1.862,0.562,-7.080,14.099,-44.800
-2.779,1.993,0.625,-37.109,48.950,-57.983
-3.590,1.847,0.634,-81.604,67.688,-78.125
-4.000,1.671,0.684,-110.107,52.856,-118.835
-4.000,1.105,0.619,-91.797,3.052,-174.316
-4.000,0.131,0.807,-67.993,-82.581,-209.229
-3.621,-0.718,1.135,-66.956,-194.519,-221.069
-2.678,-1.378,1.640,-69.092,-269.897,-204.041
-1.962,-1.669,2.174,-73.975,-277.771,-143.188
-1.420,-1.636,2.591,-82.397,-238.403,-56.641
-0.987,-1.405,2.717,-83.984,-166.382,19.897
-0.723,-1.026,2.603,-65.613,-80.383,65.979
-0.834,-0.463,2.215,-23.743,4.944,83.862
-1.103,0.020,1.698,40.405,97.900,87.952
-1.305,0.251,1.251,98.694,183.838,87.341
-1.465,0.540,0.637,106.812,218.567,83.008
-1.512,0.624,0.186,86.304,221.985,79.834
-1.438,0.620,-0.075,58.838,203.552,77.881
-1.236,0.542,-0.178,39.795,165.955,73.425
-1.093,0.435,-0.063,32.227,120.789,69.763
-0.946,0.319,0.122,29.297,81.909,68.604
-0.732,0.285,0.359,24.963,52.612,67.932
-0.538,0.271,0.590,20.081,36.255,68.115
-0.449,0.281,0.769,12.817,29.663,68.237
-0.470,0.276,0.896,11.719,32.715,69.153
-0.348,0.257,0.867,15.991,39.429,65.857
-0.272,0.214,0.838,20.569,40.405,60.913
-0.226,0.172,0.818,25.818,36.499,55.664
-0.173,0.098,0.827,33.569,30.579,53.467
-0.133,0.025,0.884,39.185,24.353,55.237
-0.145,0.010,0.996,42.053,17.456,61.951
-0.125,0.082,1.081,47.546,10.620,70.618
-0.056,0.182,1.168,57.800,6.470,74.829
-0.108,0.301,1.267,72.205,6.165,69.702
-0.044,0.310,1.261,82.275,8.789,55.908
0.193,0.243,1.159,79.895,13.489,43.335
0.352,0.191,1.038,67.383,18.494,38.574
0.444,0.099,0.943,51.941,22.583,37.231
0.395,0.060,0.863,28.687,26.001,38.940
0.337,-0.007,0.800,4.456,29.724,39.978
0.271,-0.068,0.823,-9.949,30.884,39.551
0.296,-0.114,0.859,-14.709,26.245,40.955
0.341,-0.075,0.924,-6.653,14.099,43.335
0.361,0.002,0.997,13.123,-1.526,42.236
0.408,0.070,1.067,35.522,-13.977,38.208
0.568,0.100,1.093,47.058,-21.484,34.058
0.651,0.129,1.179,46.265,-23.132,31.555
0.615,0.156,1.221,33.569,-18.311,30.884
0.731,0.053,1.173,11.658,-8.667,28.198
0.825,-0.023,1.120,-7.690,-0.549,26.245
0.807,-0.083,1.075,-13.184,2.808,25.818
0.834,-0.169,1.008,-6.470,2.380,25.513
0.877,-0.190,0.973,6.958,-0.488,24.353
0.856,-0.112,0.987,24.414,-3.357,23.560
0.828,-0.057,0.987,41.321,-2.991,24.292
0.812,0.010,1.028,51.697,0.366,24.902
0.780,0.059,1.027,51.147,3.357,25.696
0.829,0.065,0.985,45.044,10.376,23.560
0.882,0.075,0.928,36.194,15.381,18.066
0.931,0.059,0.844,30.518,18.005,12.878
0.964,0.063,0.762,31.189,19.836,9.705
0.941,0.076,0.718,35.522,19.775,5.676
0.891,0.096,0.690,38.147,18.372,1.831
0.797,0.130,0.700,36.377,16.663,-1.953
0.719,0.132,0.734,29.602,13.977,-5.676
0.674,0.113,0.775,16.296,9.827,-10.559
0.652,0.051,0.822,0.977,5.371,-15.137
0.647,-0.038,0.876,-10.864,2.747,-17.334
0.613,-0.099,0.911,-18.188,1.709,-17.822
0.591,-0.127,0.923,-19.775,1.465,-18.372
0.587,-0.179,0.959,-16.968,2.502,-18.799
0.582,-0.211,0.988,-15.137,3.418,-18.127
0.580,-0.224,1.001,-16.235,5.066,-17.822
0.605,-0.242,1.000,-18.250,8.301,-17.517
0.679,-0.250,0.981,-20.508,11.047,-15.869
0.742,-0.238,0.954,-22.034,11.902,-13.428
0.812,-0.197,0.925,-22.217,12.024,-11.841
0.891,-0.146,0.893,-21.362,10.437,-10.681
0.977,-0.093,0.862,-19.714,7.507,-10.742
1.055,-0.056,0.829,-18.127,3.723,-13.123
1.104,-0.035,0.801,-17.273,-0.183,-16.602
1.117,-0.015,0.773,-17.395,-3.479,-20.386
1.097,0.002,0.743,-16.785,-6.653,-24.902
1.058,0.013,0.721,-15.869,-10.071,-29.358
1.005,0.021,0.698,-16.541,-14.832,-32.471
0.969,0.016,0.668,-18.372,-23.010,-34.241
0.939,0.002,0.658,-18.860,-32.837,-36.011
0.924,-0.020,0.668,-17.090,-43.457,-38.635
0.929,-0.069,0.689,-15.991,-54.321,-42.297
0.938,-0.114,0.719,-16.785,-63.477,-44.189
0.928,-0.138,0.749,-19.348,-69.458,-44.312
0.908,-0.129,0.777,-22.400,-72.205,-43.762
0.893,-0.147,0.827,-24.048,-71.045,-42.847
0.873,-0.163,0.876,-24.536,-65.002,-39.917
0.803,-0.108,0.891,-25.146,-55.847,-34.729
0.726,-0.015,0.869,-22.888,-45.349,-31.616
0.603,0.095,0.828,-18.250,-33.264,-31.982
0.438,0.252,0.745,-14.954,-20.752,-34.973
0.233,0.450,0.619,-12.939,-8.423,-40.466
-0.012,0.607,0.501,-9.399,4.395,-48.828
-0.223,0.771,0.364,-12.634,17.029,-59.326

-1.781,0.889,0.444,-92.163,39.307,-44.067
-2.382,0.935,0.623,-77.637,20.569,-54.871
-2.923,0.934,0.653,-47.913,-28.015,-73.792
-3.054,0.751,0.821,-18.494,-75.317,-101.563
-2.964,0.396,1.101,-8.789,-121.399,-135.559
-2.717,-0.059,1.332,-19.165,-161.316,-160.217
-2.302,-0.561,1.617,-44.373,-185.852,-163.818
-1.858,-0.993,1.918,-71.716,-190.613,-138.733
-1.440,-1.218,2.101,-86.304,-175.171,-91.858
-1.191,-1.199,2.220,-80.994,-144.104,-37.415
-1.019,-0.962,2.231,-54.810,-95.276,8.179
-0.963,-0.567,2.112,-17.212,-31.616,42.297
-0.957,-0.150,1.858,20.996,33.813,61.951
-1.098,0.190,1.584,49.500,86.975,68.542
-1.236,0.371,1.311,61.890,126.160,68.298
-1.347,0.433,1.051,51.575,151.123,66.772
-1.446,0.448,0.847,25.269,159.241,65.491
-1.480,0.414,0.689,0.610,152.039,64.209
-1.491,0.341,0.665,-10.742,134.521,61.096
-1.523,0.261,0.757,-13.489,113.159,56.641
-1.443,0.215,0.858,-12.024,93.750,52.429
-1.284,0.167,0.936,-6.653,80.444,49.255
-1.120,0.145,1.001,2.991,73.120,49.011
-0.934,0.144,1.000,13.184,70.496,52.673
-0.755,0.149,1.000,24.109,68.970,58.838
-0.684,0.198,1.000,36.011,66.528,65.857
-0.629,0.262,0.951,45.593,58.289,71.655
-0.456,0.229,0.920,54.260,45.349,73.059
-0.242,0.186,0.921,65.186,31.982,74.158
-0.097,0.208,0.943,78.003,19.653,74.280
0.055,0.207,0.914,87.097,6.958,71.045
0.206,0.173,0.892,91.370,-1.709,65.125
0.343,0.153,0.821,87.524,-4.395,59.998
0.507,0.123,0.793,77.209,-2.075,58.655
0.554,0.139,0.735,61.707,0.610,59.998
0.557,0.160,0.698,45.105,4.883,59.998
0.580,0.131,0.704,29.480,5.493,60.425
0.487,0.154,0.798,15.869,0.122,58.411
0.518,0.063,0.900,6.104,-8.728,53.955
0.549,-0.029,1.031,-2.197,-17.944,54.260
0.612,-0.014,1.142,-9.338,-24.841,57.129
0.723,-0.013,1.230,-6.531,-28.992,53.284
0.806,-0.039,1.303,5.676,-29.053,44.800
0.909,-0.059,1.316,21.545,-22.278,37.109
0.990,-0.117,1.288,32.593,-9.460,32.166
1.034,-0.184,1.202,34.363,7.019,29.663
1.034,-0.230,1.091,30.334,26.306,31.921
1.081,-0.250,0.924,30.029,42.053,36.560
1.139,-0.245,0.760,38.269,50.537,40.222
1.238,-0.165,0.624,53.894,51.270,43.030
1.289,0.028,0.540,74.341,44.373,44.312
1.366,0.238,0.519,93.262,32.776,43.579
1.439,0.478,0.527,103.149,17.578,37.537
1.471,0.626,0.565,99.365,2.808,27.161
1.459,0.689,0.634,80.078,1.587,12.207
1.413,0.619,0.697,44.495,12.207,-3.906
1.295,0.468,0.705,-4.700,24.292,-17.517
1.177,0.286,0.708,-53.101,32.654,-26.733
1.071,0.095,0.723,-85.876,35.339,-32.837
0.953,-0.076,0.765,-99.670,30.151,-36.865
0.905,-0.220,0.828,-97.656,17.944,-38.208
0.954,-0.356,0.916,-87.158,3.296,-35.706
0.945,-0.479,1.041,-72.205,-9.399,-28.870
1.086,-0.563,1.112,-57.495,-15.869,-22.400
1.251,-0.575,1.162,-48.523,-17.456,-14.587
1.413,-0.518,1.180,-41.382,-15.442,-6.470
1.576,-0.437,1.171,-34.119,-11.292,-1.160
1.698,-0.351,1.123,-27.466,-6.775,2.014
1.769,-0.221,1.058,-19.897,-2.563,3.357
1.779,-0.100,0.948,-11.658,1.282,3.601
1.766,-0.005,0.825,-4.211,3.479,1.709
1.722,0.075,0.707,-2.808,1.526,-2.563
1.647,0.173,0.600,-9.705,-2.441,-10.498
1.572,0.238,0.508,-23.254,-6.287,-23.437
1.458,0.306,0.452,-41.504,-13.977,-36.987
1.284,0.390,0.398,-61.523,-26.123,-50.842
1.073,0.474,0.343,-76.721,-40.710,-65.552
0.818,0.583,0.316,-85.205,-56.396,-79.651
0.562,0.668,0.256,-90.942,-71.228,-91.797
0.274,0.717,0.203,-99.365,-83.618,-102.600
0.054,0.682,0.197,-115.417,-92.834,-109.558
-0.214,0.551,0.287,-132.629,-96.985,-103.699
-0.500,0.574,0.335,-139.038,-92.834,-88.440
-0.873,0.728,0.389,-122.253,-77.759,-72.998
-1.345,0.916,0.443,-75.195,-50.476,-68.848
-1.963,1.084,0.439,-10.254,-11.475,-75.989
-2.717,1.062,0.457,46.997,28.748,-89.478
-3.512,1.206,0.330,85.388,43.884,-118.530
-4.000,0.999,0.097,106.445,24.841,-146.057
-4.000,0.675,0.041,75.195,-38.025,-160.767
-3.998,0.071,0.517,23.743,-143.921,-166.199
-3.279,-0.530,1.060,-25.391,-247.131,-166.443
-2.517,-0.965,1.735,-70.435,-314.697,-141.907
-1.800,-1.123,2.413,-101.440,-330.261,-80.261
-1.163,-1.093,2.937,-109.741,-299.622,2.991
-0.795,-0.947,3.175,-89.233,-232.727,74.707
-0.632,-0.500,2.875,-39.246,-133.362,107.361
-0.778,-0.105,2.767,41.870,-13.977,104.980
-0.929,0.366,2.094,102.661,107.422,86.426
-1.275,0.586,1.545,129.761,189.941,72.937
-1.420,0.693,1.005,127.808,233.337,68.665
-1.525,0.744,0.610,87.585,241.699,69.458
-1.544,0.714,0.425,37.781,222.412,71.899
-1.438,0.646,0.365,0.183,185.486,71.106
-1.286,0.543,0.438,-23.132,144.165,69.458
-1.135,0.431,0.590,-28.931,112.793,65.613
-0.921,0.307,0.720,-19.409,92.529,57.739
-0.773,0.147,0.890,-5.432,79.285,52.307
-0.605,0.051,0.969,7.629,74.463,54.688
-0.430,0.003,0.956,21.179,76.294,62.927
-0.284,0.006,0.905,37.048,77.332,71.289
-0.235,0.037,0.828,53.406,72.693,79.102
