aX,aY,aZ,gX,gY,gZ
0.543,1.001,2.018,32.715,-54.565,-7.996
-0.003,0.404,2.542,89.783,-74.341,-34.424
-0.484,-0.447,2.035,59.509,-28.503,-18.982
-0.062,-0.023,1.005,-23.987,36.682,5.981
0.201,0.342,0.654,-60.120,55.420,21.179
0.297,0.359,0.509,-48.035,37.292,18.250
0.174,0.273,0.512,-27.954,4.578,7.263
0.078,0.199,0.595,-11.169,-9.644,3.845
0.048,0.196,0.731,-0.305,-21.484,5.798
0.044,0.264,0.891,4.333,-28.870,6.958
0.057,0.320,1.004,4.395,-27.832,2.686
0.046,0.285,1.090,6.470,-25.513,-3.357
0.039,0.240,1.128,7.263,-20.935,-5.615
0.032,0.233,1.116,4.211,-13.062,-3.723
0.007,0.247,1.072,1.953,-6.958,-0.854
0.000,0.252,1.055,1.465,-4.272,1.953
-0.016,0.258,1.050,3.052,-2.991,3.418
0.033,0.297,1.074,6.531,0.061,3.540
0.039,0.310,1.148,12.024,1.038,1.648
0.027,0.283,1.242,17.639,3.296,-1.038
0.042,0.264,1.306,20.996,9.644,-2.075
0.016,0.248,1.417,21.301,15.137,-1.099
-0.025,0.281,1.579,17.151,18.860,0.916
-0.068,0.324,1.765,13.977,24.109,3.479
-0.085,0.352,1.952,13.855,34.180,3.967
-0.117,0.349,2.104,12.573,48.645,1.526
-0.122,0.319,2.203,7.690,66.833,-1.526

-0.140,0.260,2.369,-10.254,103.882,-5.493
-0.132,0.244,2.459,-21.179,123.779,-6.348
-0.113,0.198,2.467,-33.875,145.447,-6.104
-0.099,0.160,2.370,-52.246,169.861,-5.981
-0.099,0.156,2.286,-69.397,191.895,-3.540
-0.149,0.178,2.281,-78.735,208.557,0.854
-0.174,0.200,2.294,-82.825,224.609,6.042
-0.200,0.197,2.338,-84.961,241.089,8.911
-0.246,0.187,2.401,-86.487,255.249,9.644
-0.263,0.142,2.451,-88.013,269.470,9.705
-0.370,0.141,2.455,-93.262,286.011,6.897
-0.290,0.121,2.323,-101.501,317.871,1.648
-0.006,-0.039,2.181,-105.408,348.267,-2.319
-0.329,-0.227,2.187,-116.516,337.952,-5.066
-0.401,-0.261,1.930,-151.611,352.966,3.113
-0.796,-0.180,1.641,-176.208,381.104,14.160
-0.423,-0.228,1.273,-174.438,416.870,21.545
-0.545,-0.381,1.141,-162.415,413.086,23.071
-0.650,-0.276,1.050,-168.640,417.297,25.574
-0.697,-0.268,0.888,-179.443,430.237,32.104
-0.745,-0.307,0.721,-182.678,438.049,36.011
-0.808,-0.328,0.510,-189.209,437.988,38.086
-0.792,-0.427,0.257,-201.965,434.204,40.710
-0.859,-0.481,0.014,-219.849,420.471,45.105
-0.768,-0.412,-0.161,-241.394,400.330,53.284
-0.915,-0.394,-0.309,-256.592,372.253,55.847
-0.761,-0.267,-0.535,-270.081,357.056,52.734
-0.741,-0.164,-0.754,-264.709,339.844,43.457
-0.742,-0.094,-0.855,-240.784,324.402,32.654
-0.716,-0.143,-0.983,-213.074,310.547,20.630
-0.641,-0.206,-1.142,-190.186,296.448,6.531
-0.639,-0.341,-1.329,-170.105,283.386,-7.629
-0.488,-0.495,-1.522,-152.771,267.517,-13.184
-0.527,-0.602,-1.778,-140.869,249.817,-17.029
-0.481,-0.801,-2.157,-140.747,240.112,-25.208
-0.630,-0.911,-2.467,-145.691,220.764,-26.001
-0.745,-0.958,-2.804,-138.123,192.139,-13.000
-0.715,-0.839,-3.185,-102.234,154.724,15.991
-0.662,-0.549,-3.360,-41.199,104.614,47.241
-0.631,-0.240,-3.349,25.146,45.166,60.242
-0.558,-0.071,-3.101,80.261,-22.705,56.702
-0.533,-0.011,-2.663,104.370,-95.520,47.119
-0.486,0.013,-2.174,96.863,-155.212,32.898
-0.442,0.042,-1.705,82.336,-204.773,19.897
-0.359,0.055,-1.304,75.439,-238.281,8.362
-0.274,0.167,-0.855,81.055,-253.235,-2.563
-0.111,-0.017,-0.834,128.418,-244.995,-14.893
-0.057,-0.195,-0.789,166.748,-236.084,-19.409
0.014,-0.176,-0.769,148.254,-236.938,-10.376
0.018,-0.169,-0.782,135.803,-247.864,-0.488
-0.007,-0.139,-0.772,134.766,-257.874,10.681
-0.056,-0.126,-0.751,136.536,-267.334,19.470
-0.136,-0.055,-0.670,137.390,-280.457,25.330
-0.178,-0.008,-0.563,141.846,-291.809,30.273
-0.217,0.017,-0.432,151.489,-300.659,32.349
-0.214,0.118,-0.256,166.016,-304.443,34.058
-0.207,0.098,-0.124,184.204,-301.270,31.128
-0.161,0.100,0.007,206.177,-297.913,24.963
-0.151,0.001,0.131,222.290,-297.546,16.907
-0.207,-0.050,0.280,226.379,-301.941,12.146
-0.267,-0.023,0.505,219.604,-311.279,12.695
-0.264,0.023,0.676,202.637,-319.458,14.526
-0.255,0.115,0.775,180.298,-323.547,12.024
-0.276,0.172,0.931,167.786,-327.576,6.775
-0.262,0.202,1.129,164.429,-334.045,4.944
-0.319,0.274,1.384,164.490,-333.069,1.831
-0.318,0.332,1.760,168.518,-327.087,3.296
-0.138,0.298,2.013,166.382,-311.890,3.174
0.032,0.239,2.092,147.034,-284.485,-2.869
0.148,0.171,2.111,119.629,-259.766,-2.136
0.241,0.162,2.055,92.102,-241.150,8.545
0.233,0.231,1.927,63.660,-218.567,20.935
0.182,0.310,1.789,44.861,-193.481,31.555
0.178,0.370,1.563,41.260,-166.748,37.292
0.048,0.450,1.509,50.781,-148.254,38.818
-0.013,0.533,1.691,72.998,-146.118,38.391
0.050,0.537,1.845,90.820,-146.057,30.457
0.138,0.471,1.922,90.576,-138.245,18.311
0.213,0.398,1.885,76.477,-126.465,11.230
0.288,0.368,1.750,58.716,-112.000,12.024
0.237,0.310,1.482,40.955,-96.924,17.151
0.312,0.326,1.273,22.461,-85.449,20.874
0.326,0.312,1.096,6.226,-94.482,24.780
0.197,0.325,0.846,-8.179,-91.736,27.832
0.126,0.407,0.646,-8.972,-89.111,28.931
-0.021,0.458,0.703,16.418,-94.666,27.161
-0.137,0.526,1.031,50.964,-107.910,25.757
-0.113,0.507,1.402,79.102,-114.746,20.447
-0.047,0.461,1.745,87.891,-114.319,12.512
0.008,0.410,1.966,73.975,-106.628,7.202
0.023,0.374,1.958,45.776,-86.304,3.540
0.077,0.356,1.760,16.113,-61.340,5.188
0.103,0.345,1.534,-2.136,-39.856,10.010
0.100,0.327,1.342,-10.864,-26.917,13.672
0.103,0.327,1.156,-15.442,-19.043,15.686
0.085,0.358,0.982,-14.832,-12.207,16.479
0.097,0.366,0.871,-5.981,-8.850,15.320
0.095,0.342,0.850,6.042,-10.559,13.123
0.103,0.307,0.870,14.038,-14.954,10.925
0.415,0.824,1.177,21.179,-19.714,7.874
0.121,1.140,1.928,91.797,-30.579,-21.057
-0.133,0.330,2.271,144.836,-4.639,-32.593
-0.068,-0.162,1.974,80.872,41.809,-11.780
0.204,0.083,1.461,-15.869,68.420,13.794
0.243,0.187,1.125,-71.228,66.345,34.729
0.152,0.194,0.896,-90.149,56.885,48.035
0.188,0.289,0.700,-85.815,59.692,55.786
0.242,0.405,0.601,-66.589,57.678,58.533
0.152,0.426,0.785,-41.382,44.495,52.429
0.141,0.466,0.728,-20.996,40.833,40.588
0.105,0.559,0.752,-1.038,26.550,28.809
0.031,0.593,1.000,15.625,8.545,15.137
0.059,0.641,1.294,21.240,0.122,4.639
0.040,0.712,1.657,24.658,-3.235,-1.892
-0.001,0.881,2.161,27.893,-5.859,-10.193
0.014,0.980,2.688,23.926,-0.305,-23.376
0.007,0.934,3.107,13.367,19.836,-42.236
0.025,0.743,3.206,-5.249,62.195,-62.500
0.120,0.561,3.001,-31.006,115.479,-72.205

0.122,0.475,2.571,-56.091,192.444,-58.472
0.156,0.440,2.462,-58.105,216.064,-51.758
0.191,0.352,2.297,-63.599,234.375,-50.049
0.186,0.286,2.267,-73.303,245.117,-48.584
0.170,0.231,2.336,-83.435,250.488,-43.030
-0.209,0.202,2.292,-100.098,263.184,-39.368
0.120,0.154,1.899,-114.929,306.091,-35.767
0.274,-0.139,1.839,-109.131,325.317,-26.978
-0.075,-0.219,1.745,-116.516,310.303,-26.001
-0.167,-0.183,1.540,-137.512,327.209,-3.723
-0.195,-0.161,1.399,-141.785,342.773,20.203
-0.372,-0.056,1.287,-148.010,345.886,29.907
-0.278,0.050,1.172,-152.100,352.783,32.410
-0.419,-0.079,1.117,-144.897,355.347,30.884
-0.494,-0.058,1.093,-145.935,352.600,24.658
-0.451,-0.033,1.150,-153.259,349.792,22.766
-0.413,-0.082,1.128,-164.551,342.712,19.470
-0.422,-0.083,1.066,-179.443,338.379,14.893
-0.450,-0.056,1.045,-187.561,337.402,13.489
-0.441,-0.007,0.976,-193.848,336.914,13.184
-0.431,0.010,0.917,-201.477,336.121,11.353
-0.484,0.011,0.802,-210.693,334.595,7.507
-0.685,-0.127,0.675,-219.727,334.595,0.854
-0.705,-0.125,0.410,-231.262,342.224,-8.667
-0.700,-0.240,0.108,-237.183,352.112,-13.672
-0.813,-0.366,-0.194,-233.215,355.835,-16.968
-0.933,-0.434,-0.543,-228.577,359.802,-16.663
-0.890,-0.549,-0.952,-223.877,358.337,-15.076
-1.076,-0.720,-1.390,-219.238,346.313,-16.968
-1.157,-0.792,-1.948,-218.445,334.351,-18.005
-1.281,-0.988,-2.575,-207.153,317.749,-17.822
-1.430,-1.165,-3.154,-185.059,289.246,-17.883
-1.488,-1.215,-3.743,-162.048,247.681,-15.930
-1.483,-1.194,-4.000,-131.958,194.153,-9.766
-1.364,-1.154,-4.000,-85.449,128.418,2.319
-1.084,-0.860,-4.000,-18.921,53.650,26.245
-0.871,-0.574,-3.798,63.477,-25.940,45.471
-0.721,-0.402,-3.125,137.695,-105.957,48.828
-0.662,-0.267,-2.321,181.885,-180.298,44.556
-0.628,-0.170,-1.594,198.059,-238.403,40.588
-0.507,-0.102,-1.067,198.059,-268.616,27.161
-0.367,-0.135,-0.691,187.500,-280.273,10.010
-0.251,-0.142,-0.417,176.392,-278.503,-4.517
-0.133,-0.219,-0.364,168.823,-266.479,-16.174
-0.031,-0.282,-0.435,153.992,-253.540,-15.747
0.002,-0.301,-0.489,134.338,-248.596,-4.211
-0.015,-0.292,-0.510,120.178,-252.319,13.062
-0.064,-0.259,-0.503,115.784,-259.460,32.104
-0.186,-0.183,-0.418,119.263,-266.479,48.035
-0.263,-0.000,-0.307,129.761,-270.569,60.425
-0.319,0.122,-0.217,152.405,-272.339,65.491
-0.302,0.212,-0.081,176.636,-276.733,65.979
-0.304,0.247,0.049,194.092,-283.508,56.335
-0.230,0.273,0.264,207.581,-295.837,45.044
-0.172,0.205,0.558,214.417,-312.744,32.715
-0.147,0.133,0.827,206.238,-328.979,19.043
-0.145,0.106,0.913,179.810,-333.923,6.653
-0.144,0.155,0.890,150.818,-326.721,4.700
-0.143,0.204,0.889,141.724,-317.017,10.681
-0.139,0.291,0.858,150.391,-303.101,16.418
-0.209,0.432,0.971,166.870,-293.030,17.578
-0.191,0.447,1.349,187.439,-295.593,15.808
-0.100,0.403,1.687,190.857,-301.147,7.263
-0.001,0.379,1.946,169.189,-296.631,-5.066
0.111,0.306,2.004,138.184,-278.748,-11.108
0.222,0.260,1.936,108.704,-252.136,-6.897
0.292,0.284,1.797,85.327,-224.426,6.104
0.281,0.392,1.600,68.848,-197.327,21.057
0.234,0.493,1.452,63.538,-173.096,31.677
0.172,0.552,1.320,69.946,-154.541,33.691
0.083,0.612,1.297,82.825,-142.151,28.564
0.034,0.604,1.412,99.548,-144.897,22.583
0.053,0.605,1.552,108.337,-154.907,13.000
0.114,0.575,1.620,104.858,-155.518,1.099
0.209,0.495,1.648,96.619,-146.912,-8.301
0.317,0.402,1.672,86.487,-135.193,-10.315
0.352,0.357,1.624,71.228,-119.446,-6.958
0.206,0.263,1.376,54.993,-100.891,-0.427
0.292,0.321,1.214,39.368,-86.731,4.761
0.154,0.377,1.136,30.579,-93.384,13.611
0.033,0.456,1.235,40.771,-91.431,17.273
0.022,0.548,1.418,56.274,-97.473,21.423
0.047,0.572,1.631,67.200,-99.426,17.334
0.077,0.530,1.796,66.589,-95.032,8.118
0.137,0.474,1.824,57.861,-81.055,0.061
0.213,0.394,1.707,43.884,-58.716,-3.113
0.252,0.338,1.517,28.625,-36.560,-1.465
0.278,0.331,1.320,15.442,-21.606,4.150
0.246,0.309,1.137,6.165,-15.442,9.094
0.230,0.306,0.993,-0.671,-14.709,12.756
0.218,0.322,0.854,-3.967,-16.357,15.625
0.189,0.357,0.791,-1.648,-21.912,16.357
0.127,0.375,0.789,7.446,-27.954,14.893
0.075,0.384,0.877,21.057,-33.142,12.329
0.198,0.551,1.052,31.738,-37.109,9.033
0.432,1.333,1.949,72.083,-50.354,-10.437
-0.056,0.759,2.386,152.466,-44.556,-46.082
-0.139,-0.179,2.153,116.882,5.005,-37.842
0.265,-0.081,1.436,17.456,46.692,-7.935
0.420,0.247,0.919,-53.528,50.781,13.428
0.241,0.332,0.717,-69.946,31.982,22.644
0.136,0.339,0.569,-60.730,17.395,25.818
0.210,0.381,0.483,-37.415,13.245,22.400
0.228,0.414,0.575,-7.202,4.089,16.846
0.171,0.398,0.772,16.907,-6.042,10.681
0.134,0.397,0.999,24.963,-12.878,3.723
0.140,0.409,1.213,22.522,-14.282,-1.709
0.097,0.443,1.419,18.677,-13.733,-3.235
0.045,0.516,1.706,16.785,-10.132,-4.822
-0.008,0.565,2.072,18.188,-5.005,-8.606
-0.033,0.563,2.433,16.052,3.540,-15.686
-0.020,0.516,2.691,5.249,22.827,-24.170
0.009,0.419,2.806,-11.658,52.917,-29.846
0.007,0.320,2.832,-27.466,85.754,-33.630
-0.011,0.254,2.942,-36.560,112.366,-32.288
-0.049,0.241,3.124,-41.931,130.981,-26.672
-0.129,0.282,3.316,-49.194,149.414,-23.071
-0.169,0.278,3.601,-54.321,172.607,-23.804
-0.203,0.155,3.793,-61.951,201.172,-27.161

-0.240,-0.219,3.356,-120.605,283.447,-34.119
-0.349,-0.287,2.963,-145.508,322.388,-27.039
-0.515,-0.294,2.520,-157.227,356.079,-18.372
-0.820,-0.093,2.004,-154.358,401.855,-15.686
-0.114,-0.404,1.773,-121.216,444.702,-16.846
-0.681,-0.529,1.679,-96.680,407.593,-25.879
-0.947,-0.390,1.456,-105.347,433.777,-12.573
-0.561,-0.200,1.210,-93.567,455.261,7.507
-0.754,-0.337,1.022,-85.327,440.979,17.029
-0.927,-0.340,0.859,-112.671,419.250,17.395
-0.986,-0.208,0.688,-161.499,411.316,24.353
-1.201,-0.177,0.436,-199.036,408.691,26.794
-1.457,-0.177,-0.023,-210.999,423.218,24.536
-1.595,-0.151,-0.650,-197.449,449.158,22.339
-1.661,-0.068,-1.320,-168.518,463.928,14.038
-1.584,-0.009,-1.857,-134.888,457.581,2.319
-1.455,0.042,-2.175,-107.605,424.866,-9.766
-1.601,0.015,-2.336,-91.736,376.709,-25.574
-1.296,-0.071,-2.735,-95.154,338.623,-39.612
-1.009,-0.387,-2.982,-106.262,282.898,-43.518
-0.879,-0.704,-3.177,-131.165,224.243,-33.508
-0.932,-0.698,-3.340,-161.438,166.809,3.296
-0.747,-0.383,-3.369,-157.593,102.783,57.251
-0.708,-0.045,-3.276,-114.197,43.152,89.783
-0.667,0.187,-3.040,-46.753,-3.845,91.370
-0.539,0.312,-2.715,29.541,-46.143,80.505
-0.401,0.405,-2.293,98.999,-89.600,61.768
-0.252,0.427,-1.858,152.649,-132.568,38.696
-0.133,0.332,-1.349,178.833,-173.157,14.954
0.015,0.215,-0.896,171.265,-204.529,-3.418
0.173,0.089,-0.600,140.137,-221.191,-16.479
0.240,-0.024,-0.401,99.609,-230.896,-23.193
0.258,-0.055,-0.320,57.739,-233.643,-20.447
0.245,-0.031,-0.330,29.114,-232.361,-11.353
0.218,0.036,-0.349,15.686,-225.952,3.723
0.176,0.101,-0.372,24.109,-219.910,21.362
0.152,0.154,-0.368,48.157,-217.102,35.950
0.112,0.255,-0.320,72.876,-219.299,43.518
0.103,0.313,-0.242,88.379,-225.647,41.870
0.086,0.317,-0.136,98.450,-235.901,36.621
0.103,0.224,0.031,106.140,-248.413,27.710
0.165,0.161,0.217,107.483,-261.780,26.306
0.138,0.248,0.387,101.624,-268.311,30.884
0.150,0.270,0.566,97.412,-264.038,30.090
0.176,0.249,0.644,94.177,-257.324,30.029
0.201,0.248,0.616,88.623,-244.080,30.212
0.115,0.329,0.575,89.172,-233.459,33.630
0.031,0.500,0.692,101.929,-231.201,40.527
-0.023,0.521,0.935,122.742,-241.455,40.161
-0.014,0.607,1.185,130.188,-255.432,32.654
0.053,0.604,1.388,126.343,-256.409,16.418
0.143,0.487,1.514,117.615,-247.253,-0.916
0.271,0.378,1.524,102.661,-229.736,-8.789
0.354,0.264,1.388,83.679,-204.834,-6.592
0.353,0.221,1.255,63.843,-182.861,5.371
0.287,0.270,1.104,49.927,-168.884,21.606
0.156,0.383,1.005,44.006,-163.330,32.593
0.024,0.458,1.015,46.997,-169.556,34.790
-0.092,0.575,1.199,55.725,-183.411,29.907
-0.159,0.676,1.613,69.397,-199.890,21.118
-0.085,0.690,1.993,81.421,-207.703,9.521
0.049,0.613,2.193,82.520,-196.167,-3.479
0.188,0.511,2.195,74.524,-166.809,-13.367
0.323,0.373,1.987,64.087,-128.296,-13.611
0.713,0.275,1.661,48.035,-92.529,-6.348
0.357,0.244,1.240,27.649,-72.083,3.845
0.389,0.251,0.884,12.878,-63.660,13.733
0.090,0.341,0.728,8.484,-74.951,21.851
-0.035,0.542,0.918,17.090,-93.994,23.682
-0.140,0.646,1.181,38.147,-112.488,16.418
-0.078,0.665,1.530,56.030,-121.643,-1.160
0.001,0.555,1.804,62.927,-119.141,-17.212
0.122,0.457,1.864,55.664,-101.685,-25.757
0.210,0.403,1.754,43.091,-75.500,-24.536
0.183,0.389,1.546,30.090,-50.232,-17.273
0.206,0.396,1.291,19.470,-32.104,-11.047
0.214,0.370,1.056,15.259,-24.719,-8.789
0.192,0.307,0.886,13.306,-28.442,-10.010
0.225,0.298,0.781,9.094,-35.706,-11.108
0.324,0.474,0.812,8.057,-46.814,-11.353
0.398,1.456,1.814,44.861,-62.805,-35.278
-0.004,0.734,2.300,137.695,-63.110,-71.472
0.077,-0.290,2.009,138.000,-10.620,-60.669
0.602,-0.219,1.477,49.133,35.034,-28.442
0.492,0.077,1.069,-20.874,29.114,4.395
0.339,0.255,0.881,-55.176,2.014,19.958
0.122,0.338,0.720,-59.082,-7.324,26.123
0.219,0.351,0.503,-38.147,1.953,24.353
0.184,0.322,0.543,-10.864,-2.869,18.066
0.121,0.304,0.690,8.240,-9.949,11.780
0.145,0.290,0.761,16.357,-7.690,5.798
0.175,0.282,0.775,18.433,-5.371,1.587
0.158,0.328,0.848,17.700,-6.958,-1.892
0.117,0.386,0.968,20.874,-7.324,-3.174
0.109,0.385,1.045,28.320,-4.150,-3.113
0.133,0.334,1.064,31.738,-0.916,-1.892
0.167,0.300,1.071,24.902,-2.075,0.061
0.189,0.313,1.057,13.123,-5.371,2.441
0.203,0.360,1.022,3.418,-6.287,3.235
0.196,0.429,1.068,3.296,-5.188,3.601
0.191,0.478,1.216,14.465,-3.174,3.357
0.140,0.449,1.436,32.166,-0.671,1.709
0.143,0.431,1.661,47.363,4.517,1.587
0.117,0.416,1.946,54.016,11.414,1.465
0.097,0.439,2.205,49.133,21.301,-1.282
0.112,0.443,2.349,32.166,37.964,-7.080
0.130,0.392,2.400,13.184,59.082,-15.991
0.126,0.310,2.382,2.258,82.275,-20.874
0.121,0.246,2.383,-2.747,104.675,-19.653
0.111,0.220,2.403,-7.263,125.183,-15.381
0.049,0.222,2.442,-16.357,143.860,-12.268
0.008,0.240,2.550,-27.954,158.447,-11.719
0.004,0.232,2.661,-41.138,170.837,-13.489
-0.032,0.195,2.805,-57.617,184.143,-16.968
-0.067,0.160,2.936,-75.317,201.721,-18.921
-0.080,0.108,2.930,-94.543,228.271,-20.081
-0.079,-0.032,2.722,-114.197,262.878,-20.264
-0.157,-0.145,2.389,-134.216,298.645,-15.869
-0.417,-0.031,2.080,-146.790,331.787,-7.141

-0.453,-0.125,1.768,-162.598,347.656,7.324
-0.843,-0.055,1.608,-174.377,367.187,8.606
-0.388,-0.032,1.302,-167.603,399.963,2.991
-0.510,-0.319,1.053,-156.921,404.968,-0.732
-0.616,-0.325,0.930,-155.579,407.654,0.061
-0.579,-0.338,0.730,-162.903,410.767,13.672
-0.643,-0.388,0.485,-180.054,404.663,22.949
-0.725,-0.372,0.237,-205.750,389.954,28.748
-0.781,-0.367,-0.040,-231.934,372.192,35.034
-0.851,-0.327,-0.340,-253.601,354.309,38.147
-0.879,-0.201,-0.630,-265.320,335.937,39.856
-1.007,-0.073,-0.842,-261.475,311.340,38.208
-0.925,0.094,-1.036,-245.728,292.480,25.940
-0.781,0.139,-1.201,-221.130,276.978,8.118
-0.789,0.077,-1.315,-194.397,259.705,-19.592
-0.724,-0.115,-1.494,-175.598,250.183,-42.236
-0.650,-0.279,-1.688,-160.034,235.229,-51.086
-0.609,-0.391,-1.938,-144.592,216.797,-50.964
-0.508,-0.467,-2.233,-129.944,195.557,-46.326
-0.473,-0.579,-2.494,-118.713,168.701,-41.077
-0.451,-0.670,-2.717,-108.887,136.047,-31.555
-0.442,-0.606,-2.902,-96.680,100.403,-11.169
-0.312,-0.477,-2.979,-71.289,59.814,9.827
-0.228,-0.347,-2.908,-27.100,10.498,25.696
-0.177,-0.257,-2.630,11.536,-39.795,30.457
-0.101,-0.204,-2.292,42.786,-88.623,32.104
-0.031,-0.156,-1.913,70.923,-128.174,31.555
0.027,-0.096,-1.528,93.445,-158.630,29.724
0.092,-0.118,-1.178,115.662,-181.030,25.635
0.169,-0.093,-0.874,125.122,-195.190,23.132
0.229,-0.098,-0.667,121.887,-202.026,19.470
0.282,-0.142,-0.540,112.305,-204.163,17.212
0.309,-0.179,-0.490,98.816,-204.346,20.935
0.311,-0.153,-0.476,85.327,-203.247,29.968
0.308,-0.114,-0.464,79.468,-200.256,41.626
0.279,-0.046,-0.437,83.557,-197.510,53.162
0.242,0.039,-0.369,94.421,-195.496,62.439
0.211,0.143,-0.281,110.107,-193.481,69.763
0.185,0.278,-0.132,128.784,-192.749,73.975
0.176,0.396,0.051,148.193,-194.153,70.679
0.189,0.411,0.227,163.879,-196.533,60.974
0.265,0.424,0.463,170.288,-199.524,51.086
0.300,0.324,0.583,167.664,-198.792,34.668
0.338,0.312,0.686,153.931,-198.120,26.123
0.385,0.305,0.748,140.930,-195.129,24.536
0.421,0.231,0.805,130.737,-191.833,24.292
0.442,0.198,0.815,114.258,-187.134,27.954
0.431,0.223,0.788,96.680,-183.472,36.133
0.394,0.327,0.721,83.740,-181.335,45.532
0.333,0.410,0.798,82.336,-183.960,52.734
0.288,0.475,0.916,85.510,-190.308,52.734
0.281,0.521,1.001,82.581,-191.223,44.556
0.305,0.505,1.079,80.811,-185.974,35.522
0.349,0.462,1.080,83.435,-176.270,28.809
0.392,0.453,1.018,86.914,-163.025,24.658
0.417,0.420,0.955,91.248,-152.344,24.780
0.426,0.397,0.828,93.994,-144.226,25.635
0.378,0.423,0.713,94.116,-140.686,26.062
0.341,0.445,0.687,94.604,-144.470,26.672
0.280,0.490,0.703,95.032,-151.733,24.292
0.199,0.587,0.925,99.487,-161.926,20.447
0.189,0.616,1.250,108.398,-173.218,16.907
0.241,0.635,1.501,108.704,-175.720,10.010
0.299,0.587,1.606,99.426,-163.696,1.160
0.373,0.532,1.555,86.182,-143.738,-1.282
0.425,0.481,1.364,73.730,-123.291,2.502
0.421,0.472,1.122,63.477,-107.178,9.338
0.393,0.479,0.923,57.556,-98.083,16.113
0.333,0.492,0.764,56.580,-96.680,18.494
0.240,0.507,0.746,60.486,-103.699,17.639
0.112,0.437,0.794,64.270,-118.103,16.296
0.213,0.561,0.984,60.181,-129.578,9.460
0.135,0.544,1.086,59.875,-137.390,7.263
0.149,0.568,1.341,63.965,-134.583,4.944
0.131,0.582,1.486,66.467,-128.052,3.723
0.146,0.574,1.548,66.467,-114.624,3.174
0.158,0.526,1.478,62.195,-98.877,1.892
0.207,0.475,1.372,52.856,-85.388,0.916
0.214,0.429,1.223,41.016,-76.721,1.770
0.217,0.399,1.048,30.701,-72.815,4.578
0.161,0.416,0.963,25.513,-72.754,7.202
0.065,0.480,1.042,26.123,-78.796,9.277
0.020,0.536,1.275,30.396,-88.257,8.301
0.033,0.552,1.514,33.386,-91.370,2.258
0.056,0.538,1.698,32.471,-84.351,-4.333
0.082,0.498,1.727,26.245,-66.284,-9.216
0.168,0.439,1.641,19.104,-41.565,-9.766
0.181,0.382,1.510,12.329,-22.705,-6.226
0.200,0.380,1.373,5.737,-6.897,-3.174
0.262,0.539,1.334,4.944,3.418,-2.441
0.133,0.512,1.411,22.156,11.047,-9.827
0.167,0.274,1.154,30.884,28.442,-10.559
0.348,0.264,0.940,17.578,32.104,-3.235
0.317,0.313,0.991,3.113,12.451,0.061
0.212,0.397,1.092,-9.033,-8.301,1.892
0.182,0.480,1.171,-16.296,-13.611,2.319
0.156,0.518,1.240,-10.254,-7.446,0.488
0.138,0.527,1.345,3.845,3.357,-1.404
0.143,0.521,1.450,13.977,13.611,-3.418
0.156,0.505,1.549,14.038,21.729,-6.775
0.161,0.526,1.701,9.216,28.625,-10.132
0.177,0.540,1.857,2.502,33.813,-13.306
0.177,0.540,1.971,-5.676,42.419,-17.822
0.159,0.544,2.072,-12.085,55.298,-21.667
0.158,0.542,2.174,-14.954,72.571,-23.193
0.184,0.487,2.189,-18.188,92.834,-23.804
0.194,0.431,2.139,-27.283,114.258,-24.292
0.203,0.389,2.065,-38.635,134.338,-23.193
0.216,0.371,2.033,-46.753,151.489,-19.897
0.197,0.390,2.042,-52.246,165.161,-15.808
0.163,0.402,2.107,-56.030,177.490,-13.000
0.143,0.391,2.248,-58.899,189.941,-11.780
0.121,0.380,2.436,-64.880,202.454,-11.353
0.130,0.339,2.551,-78.186,217.285,-10.742
0.100,0.289,2.555,-99.365,235.901,-11.963
-0.039,0.208,2.540,-119.751,255.737,-12.756
-0.044,0.336,2.419,-134.460,300.049,-12.451
0.397,-0.143,1.794,-137.695,352.966,-7.019
-0.233,-0.193,1.911,-152.039,316.101,-13.733

-0.641,-0.502,-2.005,-172.607,237.366,15.198
-0.627,-0.536,-2.406,-154.785,215.576,17.090
-0.734,-0.538,-2.655,-127.136,184.814,15.991
-0.741,-0.450,-2.842,-95.581,149.048,15.198
-0.686,-0.384,-2.977,-59.082,105.408,9.277
-0.596,-0.294,-2.983,-25.330,57.678,3.357
-0.453,-0.193,-2.804,4.578,6.470,2.808
-0.311,-0.009,-2.431,31.799,-47.302,5.127
-0.193,0.055,-2.044,60.913,-93.628,-0.061
-0.057,0.112,-1.647,85.388,-127.747,-2.563
0.047,0.211,-1.277,105.408,-152.588,-2.625
0.135,0.312,-0.897,119.995,-172.119,-0.549
0.217,0.296,-0.630,126.038,-183.228,-2.258
0.308,0.345,-0.407,120.728,-184.143,-8.850
0.388,0.273,-0.395,109.253,-172.668,-22.400
0.439,0.119,-0.475,96.924,-160.400,-33.142
0.509,0.016,-0.629,85.205,-152.771,-29.358
0.505,-0.044,-0.760,74.951,-154.541,-17.761
0.460,-0.065,-0.815,64.880,-162.964,-3.174
0.379,-0.029,-0.824,57.007,-175.293,13.733
0.297,0.037,-0.840,55.786,-188.660,29.053
0.202,0.130,-0.797,59.509,-201.843,38.330
0.136,0.186,-0.727,65.552,-214.355,41.565
0.084,0.199,-0.655,74.280,-225.220,41.931
0.060,0.316,-0.552,90.942,-230.835,42.236
0.051,0.402,-0.429,114.563,-231.567,38.330
0.062,0.390,-0.300,139.832,-231.506,27.710
