aX,aY,aZ,gX,gY,gZ
-0.317,0.152,-0.061,-110.718,294.006,63.782
-0.218,0.164,-0.132,-125.610,279.541,53.772
-0.218,0.153,-0.315,-136.108,267.700,41.687
-0.186,0.092,-0.521,-138.489,258.301,34.302
-0.160,0.005,-0.691,-131.958,250.610,32.898
-0.190,-0.016,-0.841,-125.305,238.220,34.790
-0.259,-0.019,-0.991,-125.488,221.985,40.466
-0.339,0.023,-1.259,-132.568,206.177,45.532
-0.534,0.080,-1.566,-142.029,187.744,44.495
-0.563,0.175,-1.899,-146.118,172.729,36.804
-0.641,0.169,-2.261,-128.662,156.616,27.771
-0.679,0.210,-2.569,-99.121,135.193,14.404
-0.646,0.217,-2.791,-64.514,100.586,2.136
-0.574,0.220,-2.859,-31.860,58.533,-8.789
-0.532,0.177,-2.792,-8.118,13.184,-17.822
-0.442,0.123,-2.600,9.155,-38.696,-21.423
-0.351,0.112,-2.323,17.944,-94.177,-17.944
-0.278,0.102,-2.043,19.775,-140.747,-14.648
-0.218,0.113,-1.787,23.376,-177.917,-13.977
-0.189,0.129,-1.599,34.607,-205.933,-16.052
-0.194,0.078,-1.414,53.589,-226.257,-20.386
-0.155,0.014,-1.280,70.007,-241.699,-24.658
-0.114,-0.006,-1.144,77.148,-256.714,-27.283
-0.093,-0.031,-1.004,81.238,-272.400,-29.541
-0.075,-0.089,-0.878,86.365,-285.095,-30.640
-0.078,-0.126,-0.747,87.402,-296.509,-25.696
-0.088,-0.131,-0.623,86.609,-307.190,-15.076
-0.104,-0.107,-0.492,88.989,-314.575,-6.104
-0.124,-0.064,-0.354,93.384,-320.190,0.488
-0.156,-0.060,-0.175,99.487,-323.486,5.676
-0.165,-0.052,0.041,104.553,-323.425,9.766
-0.170,-0.062,0.127,104.797,-318.054,11.475
-0.161,-0.076,0.131,99.121,-313.110,10.010
-0.168,-0.104,0.115,95.215,-315.552,8.118
-0.214,-0.118,0.150,97.595,-325.684,10.071
-0.327,-0.038,0.267,103.271,-339.417,13.062
-0.412,0.026,0.584,118.652,-353.638,17.029
-0.433,0.065,1.000,134.949,-369.446,18.738
-0.400,0.103,1.383,139.282,-373.108,13.306
-0.340,0.085,1.625,134.888,-362.610,5.859
-0.222,0.035,1.691,121.460,-343.445,0.305
-0.205,0.073,1.679,105.835,-318.054,-0.427
-0.216,0.083,1.858,104.431,-304.077,8.606
-0.098,0.157,1.973,101.196,-296.021,19.592
-0.040,0.223,1.934,91.248,-278.687,20.996
-0.032,0.176,1.852,83.130,-259.705,17.517
0.002,0.158,1.751,80.017,-245.850,17.334
-0.009,0.193,1.671,83.801,-231.262,20.386
-0.058,0.222,1.686,91.858,-216.553,23.804
-0.001,0.224,1.667,95.337,-201.355,26.489
-0.057,0.217,1.729,93.689,-188.965,27.649
-0.131,0.230,1.949,91.248,-185.364,30.334
-0.102,0.292,2.112,86.792,-175.903,32.898
-0.262,0.279,2.149,80.627,-156.677,30.579
-0.069,0.359,2.174,69.885,-139.954,22.400
0.101,0.356,2.132,56.213,-133.606,19.104
0.038,0.345,1.877,38.452,-101.929,10.681
0.092,0.314,1.551,25.879,-79.956,8.789
0.059,0.329,1.286,19.897,-69.519,8.057
-0.014,0.338,1.132,19.775,-69.641,6.470
-0.073,0.361,1.239,28.809,-76.477,6.042
-0.051,0.374,1.511,39.063,-86.914,3.235
-0.026,0.335,1.795,41.626,-88.135,-1.587
0.057,0.272,1.953,35.217,-77.515,-3.113
0.142,0.231,1.963,20.386,-59.998,-1.343
0.193,0.180,1.758,-0.732,-38.208,2.625
0.172,0.203,1.443,-20.325,-19.653,7.324
0.122,0.251,1.075,-32.349,-10.742,10.254
0.068,0.293,0.775,-30.151,-6.714,8.423
0.028,0.329,0.653,-15.137,-11.963,5.615
0.167,0.850,1.066,13.977,-26.062,-1.282
0.146,0.728,2.042,86.365,-39.612,-26.489
-0.166,0.016,2.118,77.026,-42.419,-32.349
0.043,0.004,1.129,-34.302,1.831,-30.884
0.179,0.166,0.560,-54.382,40.771,-15.198
0.120,0.162,0.677,0.061,18.066,19.470
0.083,0.340,0.983,12.207,-16.907,28.076

-0.080,0.361,2.175,11.902,45.349,-2.808
-0.015,0.318,2.260,13.489,67.383,-7.874
0.018,0.264,2.297,13.611,92.896,-11.963
0.035,0.206,2.256,11.963,118.408,-12.146
0.047,0.180,2.154,7.324,143.921,-10.010
0.064,0.166,2.017,4.822,166.809,-6.226
0.066,0.145,1.912,6.042,184.570,-3.052
0.073,0.131,1.846,4.211,196.228,-0.061
0.075,0.141,1.830,-1.282,202.148,2.380
0.067,0.124,1.878,-6.165,203.613,3.784
0.076,0.124,1.950,-10.132,206.055,5.188
0.079,0.070,2.015,-15.198,213.196,6.348
0.057,0.040,2.096,-25.208,222.595,7.690
0.057,0.039,2.073,-37.842,237.061,10.376
0.054,-0.018,1.952,-51.208,258.118,12.390
-0.154,-0.047,1.825,-67.322,280.029,13.367
-0.290,-0.069,1.593,-79.285,309.021,19.531
0.119,-0.113,1.139,-79.651,341.125,34.180
-0.068,-0.151,1.171,-72.205,331.238,34.058
-0.159,0.011,1.263,-85.022,300.903,32.959
-0.164,-0.004,1.166,-87.341,303.406,36.621
-0.306,0.004,1.237,-74.219,301.514,36.560
-0.019,-0.043,1.217,-72.205,302.429,37.354
0.020,-0.149,1.221,-83.679,296.448,34.119
-0.042,-0.204,1.106,-105.835,301.147,28.870
-0.115,-0.252,0.860,-123.169,318.970,30.823
-0.156,-0.235,0.532,-130.798,338.501,35.156
-0.229,-0.173,0.182,-121.765,353.455,40.588
-0.198,-0.088,-0.043,-97.778,355.591,45.593
-0.146,-0.000,-0.085,-72.083,340.454,47.424
-0.091,0.054,0.023,-57.678,312.744,44.922
0.015,0.052,0.161,-58.350,285.095,39.490
-0.093,0.025,0.347,-72.571,259.644,30.823
-0.010,0.062,0.318,-96.558,251.892,24.475
0.086,-0.051,0.209,-108.154,254.333,23.804
0.029,-0.112,0.090,-111.755,259.949,27.527
0.005,-0.094,-0.072,-119.446,262.024,41.626
-0.083,-0.002,-0.235,-131.775,255.615,55.542
-0.258,0.057,-0.429,-143.921,252.014,61.951
-0.277,0.093,-0.752,-150.757,252.747,63.293
-0.329,0.135,-1.080,-152.283,248.474,60.120
-0.328,0.071,-1.451,-148.071,240.234,55.664
-0.403,-0.016,-1.788,-142.029,219.971,50.110
-0.482,0.032,-2.092,-140.381,196.960,41.382
-0.528,0.083,-2.416,-130.005,176.086,31.006
-0.549,0.155,-2.690,-106.445,152.344,20.630
-0.626,0.221,-2.917,-75.867,123.535,9.460
-0.620,0.310,-3.087,-42.114,86.975,0.244
-0.626,0.349,-3.064,-4.639,33.081,-2.441
-0.490,0.326,-2.819,28.931,-36.072,-1.892
-0.322,0.283,-2.462,45.410,-104.370,-1.770
-0.294,0.255,-2.018,46.936,-159.363,-5.066
-0.174,0.227,-1.578,52.124,-195.251,-8.667
-0.055,0.229,-1.232,74.341,-213.684,-10.742
0.033,0.156,-1.069,97.595,-219.666,-14.404
0.099,0.081,-0.888,99.792,-229.431,-15.503
0.151,0.061,-0.727,90.454,-240.234,-12.024
0.172,0.039,-0.683,82.031,-247.559,-5.493
0.135,0.069,-0.605,67.749,-256.287,2.075
0.140,0.107,-0.545,51.636,-265.076,9.216
0.151,0.119,-0.476,41.138,-269.775,13.428
0.113,0.122,-0.406,38.635,-268.494,14.099
0.098,0.111,-0.368,48.401,-261.780,17.212
0.102,0.133,-0.322,66.711,-255.615,22.522
0.083,0.137,-0.249,83.984,-251.892,23.865
0.067,0.109,-0.168,95.764,-251.831,23.926
0.077,0.069,-0.125,99.548,-258.057,23.437
0.083,0.006,-0.107,94.788,-272.644,22.827
-0.001,-0.029,-0.048,82.581,-293.274,23.437
-0.173,0.072,0.084,70.618,-312.439,26.794
-0.350,0.257,0.300,77.515,-322.144,31.616
-0.415,0.347,0.571,108.704,-323.059,32.898
-0.344,0.323,0.875,140.259,-323.914,22.217
-0.273,0.202,1.129,155.579,-325.989,3.296
-0.168,0.041,1.244,148.437,-322.388,-14.343
-0.073,-0.124,1.192,125.427,-313.049,-22.156
-0.057,-0.149,1.028,98.206,-302.612,-14.465
-0.124,-0.101,0.869,83.801,-297.546,2.686
-0.380,0.002,0.877,85.693,-306.885,19.836
-0.705,0.159,1.127,102.295,-320.312,27.527
-0.778,0.289,1.422,134.216,-325.745,23.926
-0.665,0.270,1.835,166.565,-323.669,3.662
-0.509,0.104,2.363,188.171,-313.538,-20.874
-0.225,-0.027,2.773,195.557,-284.668,-32.532
0.042,-0.081,2.940,180.115,-239.807,-29.907
0.250,-0.089,2.708,134.033,-187.256,-20.874
0.326,-0.070,2.165,71.533,-143.066,-12.024
0.190,-0.033,1.596,19.226,-120.667,-5.432
-0.061,0.059,1.259,-2.502,-117.676,-3.296
-0.252,0.182,1.268,11.108,-127.136,-2.502
0.029,0.270,1.568,48.645,-140.625,-1.465
-0.001,0.294,1.862,81.970,-144.958,-10.681
0.075,0.223,2.263,93.140,-139.526,-19.897
0.158,0.139,2.363,86.060,-117.981,-20.691
0.224,0.123,2.239,59.570,-86.060,-16.907
0.251,0.127,1.946,26.428,-58.350,-11.169
0.271,0.131,1.628,-1.770,-41.565,-8.301
0.254,0.139,1.332,-18.372,-31.799,-6.958
0.251,0.131,1.070,-20.752,-25.696,-4.944
0.211,0.116,0.880,-12.878,-26.184,-1.404
0.113,0.158,0.826,-3.235,-33.264,4.333
0.045,0.245,0.965,10.315,-43.579,10.864
0.034,0.318,1.186,23.254,-52.124,13.428
0.045,0.324,1.343,30.273,-49.683,10.559
0.057,0.288,1.395,31.494,-39.551,6.104
0.080,0.253,1.402,26.550,-31.799,3.662
0.069,0.233,1.406,18.311,-26.733,3.723
0.085,0.220,1.351,11.169,-18.311,2.930
0.083,0.174,1.260,6.287,-10.254,1.953
0.075,0.173,1.196,-0.122,-8.972,1.953
0.073,0.191,1.179,-3.113,-9.094,3.296
0.047,0.212,1.219,-0.549,-8.728,3.540
0.025,0.243,1.324,0.916,-6.958,1.648
0.064,0.178,1.398,3.906,-3.601,0.488
0.007,0.141,1.575,3.784,-5.737,3.418
-0.035,0.173,1.796,0.793,-5.066,9.644
-0.048,0.225,2.002,-0.793,2.441,14.709
-0.055,0.248,2.132,-2.991,21.240,15.503
-0.075,0.257,2.159,-7.263,44.922,12.329

-0.134,0.232,2.252,-20.996,101.563,3.723
-0.118,0.224,2.327,-25.085,116.272,3.418
-0.068,0.208,2.335,-26.672,135.315,3.540
-0.054,0.162,2.316,-29.358,156.677,2.014
-0.033,0.120,2.276,-31.433,176.514,2.380
-0.022,0.061,2.208,-30.701,195.740,4.883
-0.022,-0.004,2.144,-32.959,213.135,7.996
-0.018,-0.072,2.101,-40.100,225.830,11.902
-0.046,-0.101,1.999,-52.429,236.633,15.076
-0.104,-0.104,1.913,-65.552,246.399,16.479
-0.120,-0.099,1.928,-69.946,251.465,18.799
-0.109,-0.116,1.876,-72.998,261.475,21.118
-0.069,-0.148,1.734,-78.369,278.992,24.109
-0.204,-0.104,1.589,-82.397,294.800,29.419
-0.224,-0.123,1.417,-86.304,313.293,38.025
-0.222,-0.175,1.115,-95.886,326.843,42.908
-0.474,-0.014,0.964,-100.586,331.421,42.542
-0.244,-0.062,0.733,-92.102,338.745,49.133
-0.258,-0.170,0.840,-82.581,316.650,44.189
-0.250,-0.132,0.905,-97.229,298.889,43.518
-0.216,-0.121,0.795,-135.193,300.903,44.617
-0.189,-0.131,0.682,-165.466,298.340,39.673
-0.296,-0.138,0.539,-178.772,295.166,32.410
-0.363,-0.074,0.253,-181.152,310.791,27.527
-0.335,-0.009,-0.039,-159.241,327.454,23.437
-0.320,0.021,-0.185,-116.577,335.083,20.142
-0.223,0.092,-0.178,-76.294,332.031,19.897
-0.141,0.113,-0.115,-49.377,317.505,21.973
-0.181,0.116,0.008,-42.603,297.119,20.874
-0.123,0.173,0.109,-53.467,280.823,18.555
0.001,0.131,0.065,-72.083,273.315,20.569
-0.036,0.049,-0.071,-94.910,271.606,18.250
-0.057,0.065,-0.245,-115.906,272.888,23.499
-0.086,0.076,-0.461,-125.061,272.339,32.959
-0.167,0.089,-0.722,-131.104,270.630,39.551
-0.288,0.143,-1.067,-138.245,267.212,42.480
-0.241,0.120,-1.513,-138.733,261.414,41.138
-0.305,0.153,-1.866,-132.812,242.676,36.682
-0.198,0.076,-2.282,-118.896,215.637,38.208
-0.291,0.080,-2.569,-105.530,177.124,32.959
-0.323,0.085,-2.750,-99.243,128.357,26.917
-0.281,0.102,-2.804,-92.163,69.397,29.053
-0.266,0.161,-2.715,-80.750,10.010,33.752
-0.288,0.318,-2.571,-60.425,-36.560,32.898
-0.224,0.411,-2.366,-23.499,-71.899,26.794
-0.126,0.383,-2.074,20.996,-105.835,16.113
-0.060,0.341,-1.725,54.932,-137.268,5.310
0.005,0.325,-1.388,78.125,-162.292,0.671
0.085,0.261,-1.093,96.069,-179.321,-1.526
0.166,0.186,-0.857,101.868,-191.528,-2.991
0.227,0.145,-0.742,92.346,-200.073,-2.808
0.253,0.110,-0.752,75.073,-206.482,-1.526
0.271,0.090,-0.787,57.312,-214.355,1.953
0.254,0.078,-0.773,44.006,-226.440,8.606
0.208,0.090,-0.737,37.476,-238.586,17.212
0.161,0.140,-0.718,39.551,-245.667,25.574
0.106,0.160,-0.664,48.584,-250.671,29.968
0.053,0.144,-0.562,61.035,-256.714,29.907
0.004,0.220,-0.460,76.538,-261.047,28.992
-0.026,0.266,-0.374,96.252,-262.695,25.269
-0.041,0.258,-0.194,116.699,-270.142,18.372
-0.045,0.252,0.163,131.836,-281.677,10.132
0.008,0.215,0.446,137.939,-284.851,3.235
0.040,0.179,0.644,136.353,-278.687,-3.296
0.070,0.110,0.754,129.150,-269.714,-7.568
0.112,0.022,0.733,116.821,-262.756,-6.592
0.089,0.013,0.626,100.159,-262.451,-0.732
-0.032,0.069,0.590,87.341,-268.982,9.399
-0.153,0.152,0.612,83.008,-280.945,19.104
-0.199,0.262,0.618,82.581,-290.527,18.494
-0.217,0.254,0.685,93.079,-295.166,9.705
-0.262,0.243,1.027,115.906,-298.340,0.793
-0.206,0.175,1.629,143.433,-306.274,-0.366
-0.083,0.153,2.056,147.522,-297.913,1.587
-0.018,0.131,2.181,124.451,-267.517,0.916
0.099,0.129,1.999,88.318,-232.666,4.150
0.210,0.174,1.656,53.528,-203.979,10.437
0.198,0.223,1.316,27.527,-182.434,14.771
0.113,0.220,1.078,20.813,-172.363,18.127
0.007,0.236,0.944,28.870,-170.410,22.095
-0.167,0.337,1.021,47.913,-171.326,24.048
-0.229,0.367,1.310,78.430,-182.068,24.780
-0.161,0.408,1.639,101.990,-193.359,20.569
-0.110,0.419,1.904,109.009,-189.270,11.719
-0.089,0.362,2.128,104.675,-175.903,4.395
-0.078,0.299,2.123,86.365,-160.095,1.343
0.074,0.336,1.886,50.781,-147.156,-3.052
0.024,0.310,1.723,20.935,-144.409,-3.357
-0.033,0.244,1.447,4.089,-112.427,-5.615
-0.042,0.287,1.172,0.122,-92.285,-1.160
-0.139,0.395,1.178,12.207,-94.116,3.845
-0.175,0.454,1.446,34.668,-110.901,4.089
-0.189,0.481,1.774,52.246,-117.004,-2.075
-0.102,0.441,2.007,57.129,-103.149,-11.597
-0.055,0.362,2.110,49.194,-80.933,-16.174
-0.016,0.322,1.996,27.832,-54.810,-15.442
0.048,0.285,1.736,5.249,-26.794,-13.062
0.094,0.227,1.463,-8.850,-7.202,-10.559
0.126,0.179,1.188,-15.015,2.869,-7.935
0.129,0.149,0.932,-13.184,8.728,-4.333
0.228,0.397,0.824,-4.333,6.836,-0.488
0.125,0.768,1.390,42.603,-5.432,-14.160
-0.144,0.295,1.653,106.445,-1.221,-35.156
0.054,0.075,1.581,72.815,14.771,-25.146
0.233,0.126,1.330,5.798,13.977,-11.597
0.084,0.151,1.057,-28.564,8.118,0.610
0.173,0.287,0.788,-37.048,15.686,11.230
0.104,0.316,0.711,-25.879,10.559,15.808
0.061,0.284,0.732,-8.667,3.479,13.489
0.045,0.249,0.764,4.089,-0.122,8.606
0.047,0.232,0.842,11.902,-3.845,5.493
0.048,0.231,0.957,16.479,-7.141,4.089
0.032,0.260,1.073,17.883,-7.935,3.906
0.029,0.286,1.173,19.104,-6.287,4.456
0.020,0.318,1.290,22.095,-2.625,4.761
0.001,0.337,1.489,27.771,2.075,4.333
-0.023,0.362,1.669,31.372,9.460,3.357
-0.004,0.372,1.791,28.381,22.827,0.305
0.016,0.362,1.899,23.682,35.156,-2.686

0.037,0.275,2.293,12.207,105.286,-15.869
0.048,0.212,2.356,7.690,121.643,-15.747
0.036,0.181,2.420,-1.038,138.062,-13.184
0.011,0.180,2.471,-13.794,153.320,-10.071
0.001,0.157,2.473,-28.748,168.945,-7.996
-0.026,0.125,2.448,-44.800,186.829,-8.179
-0.084,0.089,2.434,-59.021,205.872,-8.850
-0.127,0.053,2.432,-67.627,225.769,-7.935
-0.153,0.024,2.433,-72.021,243.652,-4.822
-0.182,0.010,2.367,-77.515,264.709,-3.418
-0.506,0.013,2.328,-84.045,290.100,-4.211
-0.046,0.007,1.955,-85.815,333.862,-1.526
-0.011,-0.282,1.860,-79.407,344.482,2.563
-0.505,-0.117,2.070,-110.229,322.754,-4.028
-0.432,-0.112,1.741,-115.295,357.361,12.634
-0.677,0.036,1.586,-109.924,386.414,22.766
-0.476,-0.022,1.336,-100.037,420.532,20.691
-0.577,-0.104,1.307,-88.074,423.889,19.287
-0.673,-0.080,1.172,-101.685,425.964,22.827
-0.679,-0.097,0.961,-123.840,431.763,26.917
-0.682,-0.129,0.719,-146.912,428.040,28.931
-0.698,-0.200,0.463,-174.805,414.429,29.602
-0.777,-0.217,0.229,-205.627,395.752,29.907
-0.843,-0.170,0.106,-224.304,376.587,33.203
-0.733,-0.128,-0.014,-231.323,360.107,36.987
-0.870,-0.080,-0.029,-238.098,341.431,33.630
-0.754,-0.037,-0.201,-248.291,333.862,25.513
-0.722,-0.233,-0.430,-253.662,326.538,13.062
-0.765,-0.275,-0.719,-256.836,321.228,1.831
-0.724,-0.335,-1.112,-249.451,320.740,-4.761
-0.713,-0.485,-1.472,-232.300,308.533,-9.521
-0.699,-0.515,-1.869,-216.370,291.687,-13.489
-0.772,-0.581,-2.263,-193.054,272.766,-16.541
-0.731,-0.600,-2.679,-166.016,250.305,-24.658
-0.767,-0.603,-3.130,-130.615,226.624,-35.095
-0.761,-0.660,-3.550,-82.825,200.867,-49.744
-0.726,-0.722,-3.844,-22.278,154.114,-53.040
-0.587,-0.727,-3.895,24.414,78.369,-35.461
-0.495,-0.626,-3.518,44.495,-16.663,-6.165
-0.503,-0.429,-2.980,39.551,-105.042,17.334
-0.355,-0.268,-2.408,33.508,-173.279,29.602
-0.338,-0.105,-1.747,44.128,-223.328,34.119
-0.260,-0.017,-1.246,89.233,-234.436,25.452
-0.105,-0.206,-1.159,153.442,-224.365,12.512
-0.063,-0.218,-0.848,163.574,-234.314,7.202
0.006,-0.176,-0.718,138.123,-246.460,3.235
0.053,-0.218,-0.660,121.338,-257.935,-1.465
0.068,-0.286,-0.612,106.995,-269.714,-0.610
0.084,-0.310,-0.568,95.947,-277.344,8.972
0.055,-0.271,-0.532,90.942,-282.349,22.705
-0.003,-0.199,-0.474,95.276,-284.607,34.363
-0.065,-0.102,-0.408,108.215,-285.522,41.077
-0.153,-0.024,-0.311,128.418,-286.560,44.189
-0.220,-0.029,-0.224,153.442,-288.330,44.312
-0.312,0.151,-0.079,183.350,-295.898,46.082
-0.352,0.226,0.187,208.862,-308.716,37.109
-0.289,0.082,0.417,220.886,-322.449,14.404
-0.161,-0.101,0.642,215.698,-335.999,-5.310
-0.035,-0.330,0.786,199.280,-344.421,-13.000
-0.039,-0.413,0.884,169.800,-349.731,-3.357
-0.161,-0.281,0.985,135.071,-348.755,17.212
-0.252,-0.065,1.008,108.093,-342.590,34.668
-0.314,0.075,0.999,90.698,-334.229,37.537
-0.375,0.110,1.117,92.407,-330.139,31.189
-0.378,0.066,1.364,109.985,-329.529,24.170
-0.294,0.018,1.638,123.962,-322.632,20.447
-0.174,0.006,1.800,125.488,-306.335,21.179
-0.100,0.023,1.838,118.774,-281.311,26.062
-0.006,0.072,1.806,109.680,-256.287,34.119
-0.025,0.126,1.716,97.107,-238.098,40.161
-0.160,0.203,1.748,84.534,-227.112,43.152
-0.192,0.302,1.843,80.688,-221.313,43.823
-0.179,0.377,1.881,77.332,-211.670,37.354
-0.154,0.372,1.926,73.059,-197.937,25.574
-0.056,0.341,1.958,72.021,-184.570,16.479
0.016,0.299,1.941,67.200,-168.213,11.780
0.031,0.277,1.930,58.167,-151.245,12.268
0.082,0.280,1.820,48.889,-131.287,16.113
0.364,0.256,1.630,40.771,-110.291,18.372
0.136,0.249,1.384,33.752,-96.191,17.822
0.078,0.238,1.386,31.738,-99.243,18.738
-0.076,0.228,1.372,34.363,-99.731,20.386
-0.108,0.336,1.426,37.170,-97.778,23.071
-0.124,0.394,1.529,47.546,-95.886,22.034
-0.093,0.374,1.661,54.382,-96.863,14.587
-0.056,0.320,1.721,51.575,-89.783,7.324
-0.012,0.317,1.732,40.039,-78.125,3.113
0.035,0.322,1.655,24.719,-65.308,0.977
0.013,0.294,1.590,10.620,-54.016,0.671
0.038,0.263,1.498,0.305,-44.250,1.953
0.056,0.236,1.354,-10.132,-33.630,2.563
0.042,0.200,1.185,-19.958,-28.503,3.479
-0.041,0.205,1.062,-24.353,-28.442,5.310
-0.107,0.264,1.042,-16.846,-29.846,7.751
-0.118,0.299,1.132,0.732,-30.212,8.484
-0.010,0.487,1.372,18.799,-28.137,5.737
-0.004,0.839,2.330,61.279,-19.897,-7.263
-0.106,-0.031,2.356,110.840,9.521,-21.240
-0.032,-0.299,1.325,11.597,23.315,-5.981
0.171,0.226,0.678,-80.200,50.781,0.305
0.060,0.231,0.705,-57.495,22.522,17.700
0.026,0.242,0.799,-29.724,0.977,17.578
0.072,0.281,0.822,-17.578,9.521,7.446
0.055,0.183,0.901,3.357,11.353,4.700
0.038,0.179,1.030,15.259,6.836,6.226
0.007,0.211,1.173,12.085,1.953,8.728
-0.036,0.268,1.353,6.042,-2.014,10.559
-0.050,0.320,1.538,2.502,-0.366,8.057
-0.069,0.323,1.778,3.174,5.798,4.517
-0.068,0.334,2.009,5.127,16.968,2.502
-0.085,0.344,2.161,5.066,33.691,0.732
-0.083,0.340,2.239,0.610,54.199,-2.197
-0.082,0.329,2.258,-8.484,73.181,-5.066
-0.099,0.337,2.276,-19.409,89.294,-7.812
-0.086,0.327,2.283,-27.100,104.553,-10.742
-0.079,0.297,2.317,-32.837,119.080,-14.404
-0.063,0.277,2.338,-37.903,134.888,-16.663
-0.056,0.252,2.356,-40.955,153.259,-17.456
-0.063,0.218,2.349,-43.396,172.241,-17.334

-0.075,0.126,2.311,-51.514,210.632,-13.733
-0.099,0.066,2.266,-58.167,229.004,-11.414
-0.173,0.025,2.247,-64.697,244.934,-8.179
-0.203,0.013,2.292,-68.420,259.277,-3.906
-0.251,-0.068,2.297,-73.486,276.672,-0.549
-0.411,0.030,2.265,-86.060,305.298,0.610
-0.075,-0.234,2.002,-88.440,345.337,12.268
-0.300,-0.290,2.144,-98.083,340.515,7.874
-0.669,-0.248,2.004,-129.456,356.628,12.451
-0.447,-0.216,1.588,-143.677,399.231,29.968
-0.360,-0.383,1.357,-139.526,421.631,35.828
-0.583,-0.483,1.258,-148.376,424.011,39.063
-0.615,-0.499,0.969,-168.274,437.317,53.101
-0.698,-0.466,0.724,-183.167,449.402,66.895
-0.816,-0.371,0.474,-187.317,453.979,76.294
-0.878,-0.276,0.230,-182.739,452.881,81.238
-0.881,-0.219,-0.006,-170.837,444.641,79.834
-0.846,-0.125,-0.113,-159.241,424.805,74.036
-0.669,-0.085,-0.170,-151.917,397.644,66.467
-0.743,-0.129,-0.185,-153.687,363.892,55.359
-0.618,-0.026,-0.241,-172.607,338.623,44.556
-0.543,-0.114,-0.354,-187.744,313.904,39.856
-0.521,-0.145,-0.404,-193.665,295.410,34.241
-0.575,-0.119,-0.473,-196.655,291.565,27.100
-0.663,-0.095,-0.589,-187.378,296.509,24.780
-0.668,-0.144,-0.723,-170.166,305.359,24.475
-0.624,-0.203,-1.005,-163.513,307.007,23.254
-0.518,-0.344,-1.452,-171.570,299.377,26.184
-0.496,-0.518,-1.946,-179.443,272.339,32.410
-0.510,-0.505,-2.391,-195.496,230.652,39.551
-0.501,-0.491,-2.808,-211.548,178.467,41.870
-0.623,-0.364,-3.045,-205.078,122.681,40.894
-0.779,-0.236,-3.236,-169.312,78.674,30.823
-0.849,-0.175,-3.322,-111.145,45.898,16.785
-0.750,-0.069,-3.242,-33.813,7.080,10.376
-0.568,-0.006,-2.984,44.128,-33.630,2.563
-0.445,-0.017,-2.599,102.478,-76.477,-5.737
-0.293,-0.048,-2.190,140.503,-117.859,-11.841
-0.154,-0.109,-1.820,164.307,-160.217,-12.939
-0.095,-0.121,-1.448,171.265,-198.547,-9.949
-0.134,-0.158,-1.130,163.025,-228.821,-5.615
-0.122,-0.018,-0.961,143.311,-246.704,3.967
-0.100,0.014,-0.911,117.554,-252.441,7.080
-0.105,0.081,-0.838,91.980,-257.263,5.737
-0.105,0.099,-0.802,84.717,-263.062,1.038
-0.138,0.065,-0.760,92.285,-268.005,0.183
-0.135,0.044,-0.737,105.408,-269.592,2.563
-0.113,0.044,-0.631,118.408,-268.677,5.127
-0.124,0.009,-0.538,133.118,-269.836,4.272
-0.146,-0.005,-0.443,150.024,-272.400,4.883
-0.177,0.097,-0.358,167.480,-275.635,9.033
-0.243,0.111,-0.267,185.547,-280.212,9.583
-0.289,0.166,-0.082,204.895,-290.527,8.667
-0.316,0.162,0.177,217.407,-304.504,2.258
-0.332,0.115,0.441,212.402,-316.345,-11.475
-0.255,0.036,0.620,192.444,-322.021,-25.208
-0.196,-0.039,0.658,161.072,-328.369,-36.438
-0.250,0.014,0.691,131.348,-339.355,-34.729
-0.356,0.107,0.963,127.991,-350.525,-22.156
-0.377,0.121,1.221,143.860,-356.262,-9.094
-0.375,0.127,1.400,154.114,-352.112,-8.301
-0.328,0.097,1.557,157.349,-341.370,-12.085
-0.234,0.019,1.666,152.405,-328.186,-14.282
-0.211,0.042,1.689,136.414,-309.265,-15.747
-0.176,0.102,1.724,124.329,-289.307,-13.062
-0.112,0.105,1.810,120.605,-272.949,-13.123
-0.065,0.120,1.829,112.915,-253.052,-17.151
-0.042,0.111,1.957,104.370,-234.253,-17.029
0.036,0.119,2.063,96.191,-220.215,-11.719
0.136,0.141,2.031,76.965,-200.562,-8.179
0.197,0.134,1.882,52.368,-177.856,-4.272
0.237,0.152,1.647,33.142,-156.738,1.221
0.185,0.197,1.444,23.132,-140.076,7.874
0.091,0.269,1.384,27.649,-130.310,13.550
0.071,0.307,1.415,44.495,-126.099,16.052
0.088,0.295,1.408,58.960,-121.277,12.573
0.035,0.187,1.339,63.782,-118.958,7.507
0.151,0.308,1.446,60.425,-125.122,3.784
0.072,0.221,1.500,54.626,-141.235,1.709
0.034,0.262,1.632,41.809,-136.047,-0.488
0.024,0.274,1.726,39.124,-131.897,1.099
0.071,0.304,1.818,37.842,-122.559,0.488
0.106,0.271,1.830,30.884,-105.835,-2.075
0.162,0.226,1.693,21.118,-83.801,-2.258
0.129,0.237,1.521,13.428,-68.787,0.366
0.080,0.277,1.453,10.010,-62.561,3.967
0.065,0.287,1.436,9.949,-57.068,4.578
0.086,0.278,1.401,12.085,-49.194,3.418
0.089,0.245,1.337,13.916,-42.542,2.747
0.100,0.229,1.273,11.719,-38.635,2.747
0.053,0.248,1.223,6.104,-38.086,3.479
0.212,0.471,1.269,3.052,-36.072,3.174
